,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.757 [0.735 - 0.777],0.699 [0.695 - 0.703],0.698 [0.656 - 0.737],0.699 [0.695 - 0.703],0.022 [0.020 - 0.025],0.397 [0.355 - 0.435],0.043 [0.039 - 0.047]
Demographic,0.701 [0.681 - 0.722],0.650 [0.646 - 0.655],0.649 [0.607 - 0.690],0.650 [0.646 - 0.655],0.018 [0.016 - 0.020],0.300 [0.257 - 0.341],0.035 [0.031 - 0.039]
Protein+Demographic,0.760 [0.738 - 0.781],0.700 [0.696 - 0.704],0.700 [0.659 - 0.737],0.700 [0.696 - 0.705],0.023 [0.020 - 0.025],0.400 [0.358 - 0.437],0.044 [0.039 - 0.048]
