,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.622 [0.574 - 0.665],0.588 [0.583 - 0.592],0.584 [0.506 - 0.660],0.588 [0.583 - 0.592],0.004 [0.003 - 0.005],0.171 [0.093 - 0.248],0.008 [0.007 - 0.010]
Demographic,0.487 [0.441 - 0.531],0.505 [0.500 - 0.509],0.506 [0.426 - 0.585],0.505 [0.500 - 0.509],0.003 [0.002 - 0.004],0.010 [-0.070 - 0.090],0.006 [0.005 - 0.007]
Protein+Demographic,0.612 [0.565 - 0.659],0.612 [0.607 - 0.616],0.609 [0.528 - 0.684],0.612 [0.607 - 0.616],0.005 [0.004 - 0.006],0.221 [0.140 - 0.295],0.009 [0.008 - 0.011]
