,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.633 [0.566 - 0.690],0.607 [0.603 - 0.611],0.604 [0.500 - 0.696],0.607 [0.603 - 0.611],0.003 [0.002 - 0.004],0.210 [0.109 - 0.303],0.006 [0.004 - 0.007]
Demographic,0.533 [0.477 - 0.590],0.530 [0.525 - 0.535],0.531 [0.434 - 0.627],0.530 [0.525 - 0.535],0.002 [0.002 - 0.003],0.062 [-0.037 - 0.157],0.004 [0.003 - 0.006]
Protein+Demographic,0.621 [0.559 - 0.683],0.579 [0.575 - 0.583],0.583 [0.484 - 0.679],0.579 [0.575 - 0.583],0.003 [0.002 - 0.003],0.163 [0.062 - 0.257],0.005 [0.004 - 0.007]
