,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.498 [0.447 - 0.545],0.494 [0.488 - 0.500],0.493 [0.406 - 0.570],0.494 [0.488 - 0.501],0.005 [0.004 - 0.007],-0.013 [-0.099 - 0.065],0.010 [0.008 - 0.013]
Demographic,0.579 [0.528 - 0.629],0.570 [0.563 - 0.575],0.566 [0.490 - 0.651],0.570 [0.563 - 0.575],0.007 [0.006 - 0.009],0.137 [0.058 - 0.221],0.014 [0.011 - 0.017]
Protein+Demographic,0.519 [0.470 - 0.565],0.521 [0.515 - 0.527],0.524 [0.439 - 0.603],0.521 [0.515 - 0.527],0.006 [0.005 - 0.007],0.045 [-0.041 - 0.123],0.012 [0.009 - 0.015]
