,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.788 [0.770 - 0.803],0.715 [0.710 - 0.718],0.715 [0.682 - 0.745],0.714 [0.710 - 0.719],0.039 [0.036 - 0.043],0.429 [0.396 - 0.461],0.075 [0.069 - 0.081]
Demographic,0.757 [0.741 - 0.775],0.696 [0.691 - 0.700],0.695 [0.661 - 0.730],0.696 [0.691 - 0.700],0.036 [0.033 - 0.039],0.391 [0.357 - 0.426],0.069 [0.063 - 0.074]
Protein+Demographic,0.797 [0.781 - 0.813],0.725 [0.721 - 0.729],0.724 [0.692 - 0.758],0.725 [0.721 - 0.729],0.041 [0.038 - 0.045],0.449 [0.416 - 0.483],0.078 [0.072 - 0.084]
