,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.840 [0.794 - 0.883],0.757 [0.753 - 0.761],0.768 [0.691 - 0.842],0.757 [0.753 - 0.761],0.008 [0.006 - 0.009],0.526 [0.449 - 0.599],0.015 [0.012 - 0.018]
Demographic,0.667 [0.617 - 0.717],0.629 [0.625 - 0.634],0.629 [0.534 - 0.710],0.629 [0.625 - 0.634],0.004 [0.003 - 0.005],0.258 [0.164 - 0.340],0.008 [0.006 - 0.010]
Protein+Demographic,0.834 [0.786 - 0.879],0.795 [0.791 - 0.798],0.776 [0.706 - 0.849],0.795 [0.791 - 0.798],0.009 [0.007 - 0.011],0.571 [0.501 - 0.643],0.018 [0.014 - 0.021]
