,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.640 [0.618 - 0.663],0.599 [0.595 - 0.605],0.600 [0.563 - 0.642],0.599 [0.595 - 0.605],0.020 [0.018 - 0.022],0.200 [0.161 - 0.242],0.039 [0.035 - 0.043]
Demographic,0.586 [0.562 - 0.607],0.560 [0.556 - 0.565],0.561 [0.521 - 0.600],0.560 [0.556 - 0.565],0.017 [0.015 - 0.019],0.121 [0.082 - 0.160],0.033 [0.030 - 0.036]
Protein+Demographic,0.645 [0.623 - 0.667],0.608 [0.604 - 0.613],0.608 [0.569 - 0.647],0.608 [0.604 - 0.613],0.021 [0.019 - 0.023],0.216 [0.177 - 0.254],0.040 [0.036 - 0.044]
