,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.865 [0.840 - 0.889],0.768 [0.764 - 0.771],0.777 [0.728 - 0.826],0.768 [0.764 - 0.771],0.019 [0.016 - 0.021],0.545 [0.495 - 0.593],0.036 [0.032 - 0.041]
Demographic,0.726 [0.694 - 0.752],0.666 [0.662 - 0.670],0.669 [0.607 - 0.722],0.666 [0.662 - 0.670],0.011 [0.010 - 0.013],0.336 [0.272 - 0.387],0.022 [0.019 - 0.025]
Protein+Demographic,0.865 [0.840 - 0.889],0.791 [0.787 - 0.794],0.789 [0.740 - 0.836],0.791 [0.787 - 0.794],0.021 [0.018 - 0.024],0.580 [0.531 - 0.628],0.041 [0.036 - 0.046]
