,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.744 [0.735 - 0.754],0.678 [0.674 - 0.682],0.678 [0.662 - 0.695],0.678 [0.674 - 0.682],0.118 [0.114 - 0.123],0.357 [0.340 - 0.374],0.202 [0.194 - 0.209]
Demographic,0.668 [0.658 - 0.677],0.626 [0.622 - 0.630],0.626 [0.610 - 0.642],0.626 [0.622 - 0.630],0.097 [0.092 - 0.100],0.252 [0.235 - 0.269],0.167 [0.161 - 0.174]
Protein+Demographic,0.747 [0.738 - 0.756],0.680 [0.677 - 0.685],0.681 [0.664 - 0.696],0.680 [0.677 - 0.685],0.119 [0.115 - 0.124],0.361 [0.343 - 0.378],0.203 [0.196 - 0.210]
