,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.695 [0.671 - 0.716],0.636 [0.632 - 0.641],0.637 [0.597 - 0.673],0.636 [0.632 - 0.641],0.024 [0.021 - 0.026],0.273 [0.232 - 0.310],0.045 [0.041 - 0.050]
Demographic,0.649 [0.628 - 0.670],0.608 [0.603 - 0.613],0.607 [0.566 - 0.649],0.608 [0.603 - 0.613],0.021 [0.019 - 0.023],0.215 [0.175 - 0.257],0.040 [0.036 - 0.045]
Protein+Demographic,0.704 [0.680 - 0.725],0.646 [0.641 - 0.651],0.646 [0.604 - 0.684],0.646 [0.641 - 0.651],0.025 [0.022 - 0.027],0.292 [0.250 - 0.331],0.047 [0.043 - 0.052]
