,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.629 [0.582 - 0.673],0.590 [0.586 - 0.594],0.590 [0.509 - 0.677],0.590 [0.586 - 0.594],0.003 [0.003 - 0.004],0.179 [0.098 - 0.268],0.007 [0.005 - 0.008]
Demographic,0.575 [0.524 - 0.619],0.552 [0.548 - 0.557],0.553 [0.461 - 0.632],0.552 [0.548 - 0.557],0.003 [0.002 - 0.004],0.105 [0.012 - 0.185],0.006 [0.005 - 0.007]
Protein+Demographic,0.646 [0.601 - 0.688],0.609 [0.605 - 0.613],0.609 [0.525 - 0.692],0.609 [0.605 - 0.613],0.004 [0.003 - 0.005],0.218 [0.132 - 0.300],0.007 [0.006 - 0.009]
