,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.797 [0.777 - 0.817],0.724 [0.719 - 0.729],0.726 [0.692 - 0.759],0.724 [0.719 - 0.729],0.059 [0.054 - 0.064],0.450 [0.416 - 0.483],0.109 [0.100 - 0.118]
Demographic,0.743 [0.722 - 0.762],0.678 [0.672 - 0.684],0.678 [0.642 - 0.717],0.678 [0.672 - 0.684],0.048 [0.044 - 0.052],0.356 [0.320 - 0.394],0.089 [0.082 - 0.097]
Protein+Demographic,0.798 [0.777 - 0.817],0.725 [0.720 - 0.730],0.726 [0.691 - 0.759],0.725 [0.720 - 0.730],0.059 [0.054 - 0.064],0.451 [0.415 - 0.484],0.109 [0.100 - 0.118]
