,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.495 [0.447 - 0.543],0.510 [0.506 - 0.515],0.511 [0.430 - 0.597],0.510 [0.506 - 0.515],0.003 [0.002 - 0.003],0.022 [-0.059 - 0.107],0.005 [0.004 - 0.007]
Demographic,0.534 [0.488 - 0.580],0.541 [0.537 - 0.546],0.540 [0.456 - 0.626],0.541 [0.537 - 0.546],0.003 [0.002 - 0.004],0.080 [-0.004 - 0.168],0.006 [0.005 - 0.008]
Protein+Demographic,0.507 [0.459 - 0.555],0.528 [0.524 - 0.533],0.528 [0.441 - 0.611],0.528 [0.524 - 0.533],0.003 [0.002 - 0.004],0.056 [-0.031 - 0.140],0.006 [0.004 - 0.007]
