,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.630 [0.623 - 0.635],0.594 [0.589 - 0.598],0.593 [0.585 - 0.602],0.593 [0.588 - 0.598],0.312 [0.306 - 0.318],0.187 [0.177 - 0.196],0.409 [0.403 - 0.415]
Demographic,0.616 [0.610 - 0.622],0.588 [0.583 - 0.592],0.587 [0.579 - 0.596],0.588 [0.583 - 0.592],0.307 [0.301 - 0.313],0.175 [0.164 - 0.185],0.403 [0.397 - 0.410]
Protein+Demographic,0.634 [0.629 - 0.640],0.600 [0.596 - 0.604],0.600 [0.591 - 0.609],0.600 [0.595 - 0.605],0.318 [0.312 - 0.324],0.200 [0.190 - 0.211],0.416 [0.409 - 0.423]
