,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.723 [0.710 - 0.737],0.669 [0.665 - 0.673],0.669 [0.647 - 0.693],0.669 [0.664 - 0.673],0.055 [0.051 - 0.058],0.337 [0.315 - 0.363],0.101 [0.095 - 0.107]
Demographic,0.679 [0.666 - 0.693],0.630 [0.625 - 0.634],0.630 [0.606 - 0.653],0.630 [0.625 - 0.634],0.047 [0.044 - 0.049],0.259 [0.235 - 0.284],0.087 [0.082 - 0.092]
Protein+Demographic,0.725 [0.712 - 0.738],0.669 [0.665 - 0.674],0.670 [0.648 - 0.692],0.669 [0.665 - 0.674],0.055 [0.052 - 0.058],0.339 [0.317 - 0.362],0.102 [0.096 - 0.107]
