,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.687 [0.648 - 0.718],0.638 [0.633 - 0.642],0.638 [0.576 - 0.693],0.638 [0.633 - 0.642],0.011 [0.010 - 0.013],0.276 [0.213 - 0.331],0.022 [0.019 - 0.025]
Demographic,0.666 [0.631 - 0.701],0.634 [0.629 - 0.638],0.633 [0.572 - 0.691],0.634 [0.629 - 0.638],0.011 [0.010 - 0.013],0.266 [0.206 - 0.325],0.022 [0.019 - 0.025]
Protein+Demographic,0.692 [0.656 - 0.724],0.645 [0.640 - 0.650],0.646 [0.580 - 0.702],0.645 [0.640 - 0.650],0.012 [0.010 - 0.013],0.291 [0.225 - 0.346],0.023 [0.020 - 0.026]
