,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.562 [0.510 - 0.612],0.539 [0.533 - 0.545],0.539 [0.445 - 0.629],0.539 [0.533 - 0.545],0.005 [0.004 - 0.006],0.078 [-0.015 - 0.170],0.010 [0.007 - 0.012]
Demographic,0.509 [0.458 - 0.563],0.513 [0.507 - 0.519],0.512 [0.425 - 0.606],0.512 [0.507 - 0.519],0.004 [0.003 - 0.005],0.025 [-0.063 - 0.118],0.009 [0.007 - 0.011]
Protein+Demographic,0.559 [0.506 - 0.612],0.528 [0.522 - 0.534],0.527 [0.441 - 0.628],0.528 [0.522 - 0.534],0.005 [0.004 - 0.006],0.055 [-0.030 - 0.155],0.009 [0.007 - 0.011]
