,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.679 [0.639 - 0.721],0.626 [0.622 - 0.630],0.628 [0.553 - 0.707],0.626 [0.622 - 0.630],0.005 [0.004 - 0.006],0.254 [0.178 - 0.334],0.010 [0.008 - 0.012]
Demographic,0.508 [0.461 - 0.555],0.500 [0.496 - 0.504],0.497 [0.420 - 0.582],0.500 [0.496 - 0.504],0.003 [0.002 - 0.004],-0.002 [-0.079 - 0.082],0.006 [0.004 - 0.007]
Protein+Demographic,0.669 [0.627 - 0.712],0.635 [0.630 - 0.639],0.629 [0.555 - 0.706],0.635 [0.630 - 0.639],0.005 [0.004 - 0.006],0.264 [0.189 - 0.341],0.010 [0.008 - 0.012]
