,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.704 [0.675 - 0.734],0.653 [0.649 - 0.658],0.654 [0.606 - 0.702],0.653 [0.649 - 0.657],0.014 [0.013 - 0.016],0.307 [0.258 - 0.356],0.028 [0.025 - 0.032]
Demographic,0.679 [0.653 - 0.707],0.633 [0.628 - 0.637],0.634 [0.585 - 0.683],0.633 [0.628 - 0.637],0.013 [0.012 - 0.015],0.266 [0.218 - 0.315],0.026 [0.023 - 0.029]
Protein+Demographic,0.706 [0.678 - 0.735],0.659 [0.655 - 0.663],0.658 [0.609 - 0.705],0.659 [0.655 - 0.663],0.015 [0.013 - 0.017],0.316 [0.269 - 0.365],0.029 [0.026 - 0.032]
