,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.823 [0.800 - 0.846],0.757 [0.753 - 0.761],0.760 [0.712 - 0.806],0.757 [0.753 - 0.761],0.020 [0.018 - 0.023],0.517 [0.468 - 0.564],0.039 [0.034 - 0.044]
Demographic,0.814 [0.790 - 0.834],0.757 [0.753 - 0.760],0.760 [0.711 - 0.802],0.757 [0.753 - 0.760],0.020 [0.018 - 0.023],0.516 [0.468 - 0.558],0.039 [0.034 - 0.044]
Protein+Demographic,0.834 [0.811 - 0.855],0.762 [0.757 - 0.765],0.764 [0.714 - 0.806],0.761 [0.757 - 0.765],0.021 [0.018 - 0.023],0.525 [0.474 - 0.569],0.040 [0.035 - 0.045]
