,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.664 [0.650 - 0.677],0.622 [0.617 - 0.626],0.621 [0.596 - 0.644],0.622 [0.618 - 0.626],0.047 [0.044 - 0.050],0.243 [0.216 - 0.266],0.087 [0.082 - 0.092]
Demographic,0.650 [0.638 - 0.663],0.607 [0.603 - 0.611],0.606 [0.583 - 0.630],0.607 [0.603 - 0.611],0.044 [0.042 - 0.047],0.214 [0.189 - 0.238],0.083 [0.078 - 0.087]
Protein+Demographic,0.670 [0.656 - 0.683],0.622 [0.618 - 0.626],0.622 [0.597 - 0.646],0.622 [0.618 - 0.626],0.047 [0.044 - 0.050],0.244 [0.219 - 0.269],0.088 [0.083 - 0.093]
