,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.798 [0.792 - 0.804],0.722 [0.719 - 0.726],0.723 [0.711 - 0.735],0.722 [0.718 - 0.727],0.234 [0.227 - 0.240],0.445 [0.433 - 0.458],0.353 [0.345 - 0.361]
Demographic,0.732 [0.725 - 0.739],0.672 [0.668 - 0.676],0.672 [0.660 - 0.684],0.672 [0.668 - 0.676],0.194 [0.188 - 0.199],0.344 [0.331 - 0.358],0.301 [0.293 - 0.308]
Protein+Demographic,0.802 [0.796 - 0.808],0.726 [0.722 - 0.730],0.726 [0.715 - 0.738],0.726 [0.722 - 0.730],0.237 [0.230 - 0.243],0.452 [0.440 - 0.465],0.357 [0.349 - 0.365]
