,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.903 [0.892 - 0.914],0.828 [0.823 - 0.833],0.829 [0.789 - 0.867],0.828 [0.823 - 0.833],0.086 [0.077 - 0.094],0.657 [0.618 - 0.697],0.156 [0.141 - 0.169]
Demographic,0.860 [0.846 - 0.873],0.797 [0.792 - 0.803],0.798 [0.758 - 0.836],0.797 [0.792 - 0.803],0.071 [0.064 - 0.079],0.595 [0.555 - 0.634],0.130 [0.118 - 0.144]
Protein+Demographic,0.908 [0.898 - 0.919],0.831 [0.825 - 0.836],0.832 [0.792 - 0.869],0.831 [0.825 - 0.836],0.087 [0.079 - 0.096],0.663 [0.623 - 0.700],0.158 [0.144 - 0.172]
