,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Protein,0.711 [0.686 - 0.735],0.662 [0.648 - 0.675],0.661 [0.619 - 0.702],0.662 [0.647 - 0.676],0.197 [0.180 - 0.215],0.322 [0.276 - 0.364],0.304 [0.280 - 0.327]
Demographic,0.527 [0.501 - 0.555],0.522 [0.508 - 0.536],0.521 [0.479 - 0.567],0.522 [0.507 - 0.537],0.121 [0.107 - 0.134],0.044 [0.001 - 0.089],0.196 [0.176 - 0.216]
Protein+Demographic,0.710 [0.685 - 0.734],0.660 [0.646 - 0.673],0.656 [0.616 - 0.698],0.661 [0.646 - 0.674],0.196 [0.177 - 0.213],0.317 [0.271 - 0.360],0.302 [0.277 - 0.325]
