Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,28,1.02 [0.95-1.09],0.582024742237409
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,28,1.02 [0.92-1.14],0.648256651519466
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,28,1.03 [0.89-1.19],0.667547691614154
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,28,1.05 [0.83-1.31],0.702884961414495
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,28,0.96 [0.87-1.06],0.412798544500963
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,28,0.98 [0.92-1.05],0.601677306832671
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,28,1.02 [0.97-1.06],0.535109681496528
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,28,0.98 [0.94-1.03],0.533708762820099
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,28,1.00 [0.95-1.05],0.987915107419077
SCGB3A1,Secretoglobin family 3A member 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,28,1.03 [0.97-1.10],0.2630517852518
SCGB3A1,Secretoglobin family 3A member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,Inverse variance weighted,28,1.02 [0.95-1.08],0.619684458318672
SCGB3A1,Secretoglobin family 3A member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,Inverse variance weighted,28,1.02 [0.91-1.14],0.744741154694894
SCGB3A1,Secretoglobin family 3A member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",Inverse variance weighted,28,0.97 [0.89-1.05],0.428524833298973
