Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
MTUS1,Microtubule-associated tumor suppressor 1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,6,1.13 [0.95-1.35],0.159752675905216
MTUS1,Microtubule-associated tumor suppressor 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,6,0.99 [0.91-1.08],0.827225963113415
MTUS1,Microtubule-associated tumor suppressor 1,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,6,1.01 [0.91-1.11],0.894708255213859
MTUS1,Microtubule-associated tumor suppressor 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,6,1.07 [0.96-1.20],0.212589416355558
MTUS1,Microtubule-associated tumor suppressor 1,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,6,1.05 [0.92-1.21],0.4557276560462
