Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
ADAMTSL4,ADAMTS-like protein 4,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,17,1.02 [0.97-1.08],0.434792990351563
ADAMTSL4,ADAMTS-like protein 4,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,17,1.06 [0.98-1.14],0.169468383631916
