Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SMS,Spermine synthase,Chapter XI Diseases of the digestive system,Coeliac disease,Inverse variance weighted,2,0.89 [0.34-2.33],0.809926049320721
SMS,Spermine synthase,Chapter XI Diseases of the digestive system,Intestinal malabsorption,Inverse variance weighted,2,0.81 [0.15-4.37],0.804664802210184
