Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,16515,773,1.12 [1.03-1.21],0.0063383897589766
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,15902,243,1.10 [0.96-1.27],0.1783258272586996
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,18633,154,1.04 [0.87-1.24],0.6902962113720381
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,11594,874,1.13 [1.04-1.22],0.0036908727598401
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,18592,113,1.00 [0.81-1.24],0.9746416501178696
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,16592,79,1.29 [1.01-1.64],0.0413160295774328
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",19799,112,1.00 [0.81-1.24],0.9803916694799724
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,19785,75,1.04 [0.80-1.34],0.7771570525867952
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,16176,58,1.23 [0.92-1.63],0.1549107308733132
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,18882,112,1.09 [0.89-1.34],0.4085858854499936
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other septicaemia,18842,72,1.16 [0.90-1.50],0.2634315198111651
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,19879,60,1.29 [0.98-1.70],0.0730595436557223
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other viral diseases,19919,55,1.05 [0.78-1.41],0.7387225429845912
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",19916,52,1.07 [0.79-1.45],0.6655557448240254
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Mycoses,19499,49,1.17 [0.85-1.59],0.3318275639013986
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",18599,370,1.10 [0.98-1.24],0.1017715756348534
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,18351,122,1.14 [0.93-1.39],0.1943340910515846
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,18496,267,1.09 [0.95-1.25],0.2309219449452684
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",14361,82,0.90 [0.70-1.16],0.4172044188789677
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",14330,51,0.78 [0.57-1.07],0.1192399975271429
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",14615,336,0.91 [0.80-1.03],0.1463239060190081
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",14623,344,0.90 [0.80-1.02],0.1082770414712697
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",8236,322,1.06 [0.93-1.20],0.4021558516265068
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",6541,176,0.99 [0.83-1.17],0.9020473433382024
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",14328,49,0.99 [0.72-1.37],0.9699756430630734
NUDT16,U8 snoRNA-decapping enzyme,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,17102,627,1.19 [1.09-1.31],8.616294611383676e-05
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",18597,401,1.03 [0.92-1.16],0.5512208664820806
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,19434,138,1.07 [0.89-1.30],0.4675238161860371
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",19956,127,0.99 [0.81-1.21],0.913877470202151
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign neoplasm: Rectum,19677,80,0.93 [0.72-1.19],0.5649857582212886
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,19958,81,1.09 [0.86-1.40],0.4711533985361575
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign neoplasm: Stomach,20007,57,0.91 [0.68-1.22],0.5333446947273277
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign lipomatous neoplasm,19803,250,0.88 [0.76-1.02],0.0846307702282178
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,19989,90,0.83 [0.65-1.05],0.115228002360742
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,19993,75,0.81 [0.62-1.05],0.1065055336020293
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",19922,49,0.94 [0.68-1.29],0.689012316781088
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,"Haemangioma, any site",19925,48,0.95 [0.69-1.31],0.7412478396633391
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Melanocytic naevi,19868,125,1.11 [0.91-1.35],0.2996392811595891
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,19989,57,1.24 [0.93-1.64],0.1476179991673887
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Other benign neoplasms of skin,19885,147,0.98 [0.82-1.18],0.8272810237373611
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Benign neoplasm of breast,10501,40,0.80 [0.56-1.14],0.217573039505986
NUDT16,U8 snoRNA-decapping enzyme,Chapter II Neoplasms,Leiomyoma of uterus,10371,267,0.88 [0.77-1.01],0.0795052380643885
NUDT16,U8 snoRNA-decapping enzyme,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,18704,164,1.23 [1.04-1.45],0.0178738671142764
NUDT16,U8 snoRNA-decapping enzyme,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,18263,281,1.32 [1.16-1.50],3.1204205209654216e-05
NUDT16,U8 snoRNA-decapping enzyme,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,18263,281,1.32 [1.16-1.50],3.1204205209654216e-05
NUDT16,U8 snoRNA-decapping enzyme,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),16112,452,1.05 [0.95-1.17],0.3352920925871993
NUDT16,U8 snoRNA-decapping enzyme,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,19490,49,0.78 [0.56-1.08],0.1332031404448239
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,19721,46,0.77 [0.55-1.07],0.1189892227891157
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,14535,1331,1.03 [0.96-1.09],0.4544464569412793
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,18555,541,1.09 [0.99-1.20],0.0688782122546858
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,17601,114,1.19 [0.97-1.45],0.1009398835067818
NUDT16,U8 snoRNA-decapping enzyme,Chapter IX Diseases of the circulatory system,Peripheral artery disease,18652,136,1.14 [0.94-1.38],0.1709223355201254
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,17592,105,1.18 [0.96-1.46],0.1232381417665465
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,18125,638,1.14 [1.04-1.25],0.0049433892566897
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,18106,619,1.12 [1.02-1.23],0.013838390722521
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,18441,150,0.90 [0.74-1.10],0.3121558490834333
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",18440,149,0.90 [0.74-1.10],0.3103696606791538
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,14378,1174,1.02 [0.96-1.10],0.4925329800807684
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",13351,147,0.93 [0.77-1.12],0.4173245393173574
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,14294,1090,1.03 [0.96-1.11],0.4189875138220672
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,13249,45,1.18 [0.85-1.63],0.3246168906979567
NUDT16,U8 snoRNA-decapping enzyme,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",13279,75,1.19 [0.93-1.53],0.1748980260269285
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Any mental disorder,16462,438,1.11 [1.00-1.24],0.0549287527108051
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",16162,138,1.24 [1.02-1.50],0.0320245231083984
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",19692,95,1.22 [0.98-1.53],0.07929887481179
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",19744,70,1.32 [1.02-1.71],0.0325572755894723
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Acute alcohol intoxication,18686,31,1.19 [0.80-1.78],0.3884454657793245
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Acute alcohol intoxication, ICD10",19942,31,1.18 [0.80-1.75],0.3930657759333598
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",16055,31,1.21 [0.81-1.82],0.3507285525731284
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Alcohol dependence,18693,38,1.18 [0.82-1.70],0.3716025657799845
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Smoking dependency,18640,45,1.25 [0.89-1.74],0.20024009370806
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",16054,30,1.13 [0.75-1.69],0.563753357117025
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",16228,204,1.10 [0.94-1.28],0.2399662224498452
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Depression,18798,183,1.08 [0.92-1.27],0.3387816723116443
NUDT16,U8 snoRNA-decapping enzyme,Chapter V Mental and behavioural disorders,Depression or dysthymia,15948,159,1.11 [0.93-1.32],0.2577873334288656
