Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Bell's palsy,BST2,Bone marrow stromal antigen 2,48394,160,1.70 [1.42-2.04],1.0700112718152106e-08
Chapter VI Diseases of the nervous system,Bell's palsy,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",41629,139,2.27 [1.74-2.94],9.000783930595372e-10
Chapter VI Diseases of the nervous system,Bell's palsy,CSF1,Macrophage colony-stimulating factor 1,48173,162,3.43 [2.20-5.36],5.9441398394780574e-08
Chapter VI Diseases of the nervous system,Bell's palsy,GDF15,Growth/differentiation factor 15,48549,164,1.88 [1.57-2.24],3.321700002172682e-12
Chapter VI Diseases of the nervous system,Bell's palsy,GFRA1,GDNF family receptor alpha-1,48312,163,3.30 [2.15-5.07],4.410487127732399e-08
Chapter VI Diseases of the nervous system,Bell's palsy,GGT1,Glutathione hydrolase 1 proenzyme,47899,158,1.83 [1.47-2.29],9.187354622809844e-08
Chapter VI Diseases of the nervous system,Bell's palsy,HAVCR2,Hepatitis A virus cellular receptor 2,47980,158,2.54 [1.81-3.57],7.25335604311282e-08
Chapter VI Diseases of the nervous system,Bell's palsy,IL1R1,Interleukin-1 receptor type 1,47899,158,3.80 [2.38-6.05],1.9691693676742853e-08
Chapter VI Diseases of the nervous system,Bell's palsy,PALM2,Paralemmin-2,41629,139,2.41 [1.79-3.26],9.069506562408373e-09
Chapter VI Diseases of the nervous system,Bell's palsy,PIGR,Polymeric immunoglobulin receptor,47346,156,2.61 [1.87-3.64],1.4850219730482991e-08
Chapter VI Diseases of the nervous system,Bell's palsy,SIGLEC1,Sialoadhesin,48173,162,2.23 [1.68-2.95],2.4187761439956365e-08
Chapter VI Diseases of the nervous system,Bell's palsy,SIRPB1,Signal-regulatory protein beta-1,47859,161,2.21 [1.66-2.92],3.799026843062634e-08
Chapter VI Diseases of the nervous system,Bell's palsy,THBS2,Thrombospondin-2,47980,158,2.31 [1.76-3.03],1.638892111236774e-09
Chapter VI Diseases of the nervous system,Bell's palsy,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,48399,166,2.24 [1.68-2.98],2.8585910708932785e-08
Chapter VI Diseases of the nervous system,Bell's palsy,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,47591,160,1.95 [1.58-2.41],5.338400562466795e-10
