Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other disorders of nervous system,AREG,Amphiregulin,50287,273,1.89 [1.56-2.30],7.586250876078534e-11
Chapter VI Diseases of the nervous system,Other disorders of nervous system,CD276,CD276 antigen,50487,280,2.87 [2.16-3.82],4.0913597681982013e-13
Chapter VI Diseases of the nervous system,Other disorders of nervous system,COL6A3,Collagen alpha-3(VI) chain,51147,279,2.20 [1.71-2.84],8.742948276051422e-10
Chapter VI Diseases of the nervous system,Other disorders of nervous system,EDA2R,Tumor necrosis factor receptor superfamily member 27,50950,280,2.41 [1.93-3.01],1.0695192795673509e-14
Chapter VI Diseases of the nervous system,Other disorders of nervous system,EFNA4,Ephrin-A4,50049,275,2.28 [1.73-3.00],5.142817258735431e-09
Chapter VI Diseases of the nervous system,Other disorders of nervous system,GDF15,Growth/differentiation factor 15,51147,279,1.99 [1.73-2.29],3.4567976174575813e-22
Chapter VI Diseases of the nervous system,Other disorders of nervous system,HAVCR1,Hepatitis A virus cellular receptor 1,50879,280,1.56 [1.36-1.80],7.843619827628161e-10
Chapter VI Diseases of the nervous system,Other disorders of nervous system,HSPB6,Heat shock protein beta-6,50950,280,1.96 [1.55-2.48],2.7388428841509e-08
Chapter VI Diseases of the nervous system,Other disorders of nervous system,LGALS4,Galectin-4,50487,280,1.72 [1.45-2.03],2.71137984720513e-10
Chapter VI Diseases of the nervous system,Other disorders of nervous system,NEFL,Neurofilament light polypeptide,49175,276,2.08 [1.77-2.43],9.127549090397025e-20
Chapter VI Diseases of the nervous system,Other disorders of nervous system,NELL1,Protein kinase C-binding protein NELL1,50671,278,0.49 [0.39-0.62],4.720923042197087e-09
Chapter VI Diseases of the nervous system,Other disorders of nervous system,RBFOX3,RNA binding protein fox-1 homolog 3,43864,241,1.99 [1.67-2.39],5.16792853227325e-14
Chapter VI Diseases of the nervous system,Other disorders of nervous system,REG4,Regenerating islet-derived protein 4,50571,280,1.74 [1.44-2.10],7.440197931311699e-09
Chapter VI Diseases of the nervous system,Other disorders of nervous system,RNASE6,Ribonuclease K6,43669,239,1.87 [1.52-2.32],6.082920174159574e-09
Chapter VI Diseases of the nervous system,Other disorders of nervous system,SPINK4,Serine protease inhibitor Kazal-type 4,50452,279,1.67 [1.46-1.91],1.3355359135886417e-13
Chapter VI Diseases of the nervous system,Other disorders of nervous system,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,50134,275,2.02 [1.62-2.51],4.945063530088895e-10
Chapter VI Diseases of the nervous system,Other disorders of nervous system,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,50487,280,2.42 [1.77-3.29],2.1487616578883482e-08
Chapter VI Diseases of the nervous system,Other disorders of nervous system,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,50531,280,2.32 [1.73-3.12],2.5827983453184613e-08
