Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CD300E,CMRF35-like molecule 2,51147,98,2.74 [1.93-3.89],1.930927697200557e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",44138,83,2.38 [1.75-3.23],2.599153891745712e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,COL6A3,Collagen alpha-3(VI) chain,51501,99,3.09 [2.11-4.51],5.877620587442139e-09
Chapter VI Diseases of the nervous system,Small fibre neuropathy,DLL1,Delta-like protein 1,51034,97,4.16 [2.55-6.80],1.2674166779493637e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,DTNB,Dystrobrevin beta,43955,83,2.38 [1.74-3.25],5.1987800072116826e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,EDA2R,Tumor necrosis factor receptor superfamily member 27,51312,100,3.15 [2.22-4.45],9.852924126530191e-11
Chapter VI Diseases of the nervous system,Small fibre neuropathy,EFNA4,Ephrin-A4,50395,98,2.98 [2.06-4.32],7.93440186912736e-09
Chapter VI Diseases of the nervous system,Small fibre neuropathy,EPHA2,Ephrin type-A receptor 2,49046,95,3.02 [2.14-4.26],2.8078979948949003e-10
Chapter VI Diseases of the nervous system,Small fibre neuropathy,EPHB4,Ephrin type-B receptor 4,51501,99,4.38 [2.61-7.34],2.1135852458258047e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,FSTL1,Follistatin-related protein 1,43066,81,4.36 [2.61-7.28],1.7256379571684795e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,GDF15,Growth/differentiation factor 15,51501,99,2.04 [1.63-2.57],8.79812485830437e-10
Chapter VI Diseases of the nervous system,Small fibre neuropathy,HSPB6,Heat shock protein beta-6,51312,100,3.14 [2.22-4.44],9.018410383812627e-11
Chapter VI Diseases of the nervous system,Small fibre neuropathy,MYBPC1,"Myosin-binding protein C, slow-type",44243,83,1.89 [1.52-2.33],5.234056860562882e-09
Chapter VI Diseases of the nervous system,Small fibre neuropathy,NEFL,Neurofilament light polypeptide,49529,93,3.16 [2.53-3.94],1.911268900032024e-24
Chapter VI Diseases of the nervous system,Small fibre neuropathy,NOS1,"Nitric oxide synthase, brain",49685,94,2.23 [1.78-2.78],2.5394864888631303e-12
Chapter VI Diseases of the nervous system,Small fibre neuropathy,PGF,Placenta growth factor,51432,99,2.79 [1.95-3.99],2.2601650075041293e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,PLAUR,Urokinase plasminogen activator surface receptor,50514,97,4.84 [2.79-8.39],1.994445984624211e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,RNASE6,Ribonuclease K6,43963,84,2.17 [1.64-2.87],5.227261659196758e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,RNASET2,Ribonuclease T2,51259,99,3.87 [2.77-5.40],1.8392151084047103e-15
Chapter VI Diseases of the nervous system,Small fibre neuropathy,SCARB2,Lysosome membrane protein 2,49515,97,3.40 [2.37-4.88],2.952286794625624e-11
Chapter VI Diseases of the nervous system,Small fibre neuropathy,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,51417,99,2.83 [1.94-4.14],7.624481325527904e-08
Chapter VI Diseases of the nervous system,Small fibre neuropathy,VSIG4,V-set and immunoglobulin domain-containing protein 4,50817,98,2.67 [1.89-3.78],2.6837246612826573e-08
