Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Sleep apnoea,ADM,Pro-adrenomedullin,51472,970,1.90 [1.52-2.38],1.8433635374690733e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,ASGR1,Asialoglycoprotein receptor 1,50645,949,1.72 [1.44-2.05],2.178770859958505e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,B2M,Beta-2-microglobulin,44445,821,1.45 [1.27-1.66],6.732626743197769e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,CD300E,CMRF35-like molecule 2,51306,965,1.44 [1.26-1.64],7.313152553495556e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,CD302,CD302 antigen,50800,953,1.65 [1.40-1.94],2.390466037578189e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",44274,817,1.58 [1.38-1.81],6.011422242623908e-11
Chapter VI Diseases of the nervous system,Sleep apnoea,CHGA,Chromogranin-A,44380,819,1.18 [1.11-1.26],9.553094184089404e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,COL6A3,Collagen alpha-3(VI) chain,51661,969,1.63 [1.41-1.88],4.225123818667224e-11
Chapter VI Diseases of the nervous system,Sleep apnoea,COLEC12,Collectin-12,51005,955,1.76 [1.44-2.16],4.8584063340516394e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,EDA2R,Tumor necrosis factor receptor superfamily member 27,51472,970,1.46 [1.27-1.68],9.099997353564805e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,EFNA4,Ephrin-A4,50561,949,1.68 [1.43-1.98],6.750775090028e-10
Chapter VI Diseases of the nervous system,Sleep apnoea,FABP4,"Fatty acid-binding protein, adipocyte",51661,969,1.35 [1.22-1.49],5.01502519205575e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,FGF23,Fibroblast growth factor 23,51388,968,1.34 [1.24-1.45],2.234581037740179e-13
Chapter VI Diseases of the nervous system,Sleep apnoea,GAST,Gastrin,44274,817,1.15 [1.10-1.20],3.0409781564952403e-10
Chapter VI Diseases of the nervous system,Sleep apnoea,GCG,Pro-glucagon,49831,931,1.15 [1.10-1.21],3.3042500527590742e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,GDF15,Growth/differentiation factor 15,51661,969,1.46 [1.32-1.61],3.193322776582181e-13
Chapter VI Diseases of the nervous system,Sleep apnoea,HAVCR1,Hepatitis A virus cellular receptor 1,51398,968,1.33 [1.23-1.44],9.182727289318702e-13
Chapter VI Diseases of the nervous system,Sleep apnoea,HSPB6,Heat shock protein beta-6,51472,970,1.47 [1.28-1.68],1.8074939570138355e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,IGFBP4,Insulin-like growth factor-binding protein 4,50393,952,1.49 [1.33-1.66],6.1052286220966266e-12
Chapter VI Diseases of the nervous system,Sleep apnoea,ITGA11,Integrin alpha-11,50961,956,0.63 [0.54-0.74],3.0728286690252265e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,51005,955,1.42 [1.25-1.60],3.024918266578412e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,MMP7,Matrilysin,50020,944,1.41 [1.25-1.59],1.826181531213202e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,NPC2,NPC intracellular cholesterol transporter 2,43633,801,1.71 [1.43-2.04],2.483299996983679e-09
Chapter VI Diseases of the nervous system,Sleep apnoea,OCLN,Occludin,44299,819,1.49 [1.29-1.71],2.822207431237864e-08
Chapter VI Diseases of the nervous system,Sleep apnoea,OGN,Mimecan,51047,963,1.45 [1.28-1.65],6.8932127207356834e-09
