Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,38506,608,1.44 [1.28-1.63],5.353034307655254e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA2,Adenosine deaminase 2,38960,611,1.59 [1.36-1.87],1.4394777578790576e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTSL2,ADAMTS-like protein 2,34145,517,1.90 [1.50-2.40],7.753687944658561e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,38281,588,1.40 [1.30-1.51],8.91013127584049e-19
Chapter XI Diseases of the digestive system,Chronic gastritis,AREG,Amphiregulin,39044,604,1.55 [1.35-1.78],1.116204343723429e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,39534,614,1.58 [1.42-1.75],2.38666171556428e-17
Chapter XI Diseases of the digestive system,Chronic gastritis,BTN3A2,Butyrophilin subfamily 3 member A2,39120,611,1.62 [1.38-1.91],3.6277111488072304e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL20,C-C motif chemokine 20,39618,618,1.26 [1.18-1.34],7.907339543491705e-12
Chapter XI Diseases of the digestive system,Chronic gastritis,CD22,B-cell receptor CD22,39618,618,1.58 [1.36-1.85],7.263681848525893e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,CD27,CD27 antigen,39305,610,1.72 [1.47-2.02],1.9529800490853832e-11
Chapter XI Diseases of the digestive system,Chronic gastritis,CD300E,CMRF35-like molecule 2,39401,614,1.58 [1.34-1.87],7.149547935797335e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,CD48,CD48 antigen,39279,610,1.95 [1.55-2.45],1.2185586775397431e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,CD72,B-cell differentiation antigen CD72,33399,510,1.78 [1.48-2.14],7.170093423452554e-10
Chapter XI Diseases of the digestive system,Chronic gastritis,CD74,HLA class II histocompatibility antigen gamma chain,39534,614,1.76 [1.45-2.14],1.7102665946911473e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,CD80,T-lymphocyte activation antigen CD80,34151,518,2.17 [1.76-2.69],8.785757904278111e-13
Chapter XI Diseases of the digestive system,Chronic gastritis,CDCP1,CUB domain-containing protein 1,38911,605,1.51 [1.33-1.71],1.1524836978974808e-10
Chapter XI Diseases of the digestive system,Chronic gastritis,CHGA,Chromogranin-A,34145,517,1.59 [1.47-1.72],2.1780607634839244e-32
Chapter XI Diseases of the digestive system,Chronic gastritis,CSF1,Macrophage colony-stimulating factor 1,39340,610,2.31 [1.80-2.97],5.063281007597119e-11
Chapter XI Diseases of the digestive system,Chronic gastritis,CSF1R,Macrophage colony-stimulating factor 1 receptor,34164,518,1.74 [1.43-2.10],1.529318829033347e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,CXCL9,C-X-C motif chemokine 9,39340,610,1.30 [1.18-1.43],6.266906018541062e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,EFNA4,Ephrin-A4,38844,605,1.85 [1.50-2.28],1.1445820371064689e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,EPHA2,Ephrin type-A receptor 2,37833,588,1.77 [1.45-2.17],3.053794954120346e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,EPO,Erythropoietin,39120,611,1.28 [1.18-1.38],2.9784034765324976e-10
Chapter XI Diseases of the digestive system,Chronic gastritis,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,34151,518,1.38 [1.23-1.54],1.8457285653245225e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,FGF23,Fibroblast growth factor 23,39468,618,1.36 [1.23-1.50],3.358440255517106e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,GAST,Gastrin,34069,519,1.45 [1.38-1.53],6.069011211184676e-50
Chapter XI Diseases of the digestive system,Chronic gastritis,GDF15,Growth/differentiation factor 15,39673,622,1.60 [1.42-1.81],1.6897770590231873e-14
Chapter XI Diseases of the digestive system,Chronic gastritis,GFRA1,GDNF family receptor alpha-1,39474,618,2.01 [1.58-2.56],1.1771483535795154e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,GOLM2,Protein GOLM2,39534,614,2.35 [1.77-3.12],3.901311912476297e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,HAVCR1,Hepatitis A virus cellular receptor 1,39470,616,1.38 [1.24-1.53],5.612580714729054e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,33193,503,1.82 [1.50-2.22],1.5676061386095358e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,IL12A_IL12B,Interleukin-12,39044,604,1.31 [1.20-1.43],3.4561549502071502e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,IL12B,Interleukin-12 subunit beta,39618,618,1.43 [1.26-1.63],4.225816565963407e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,IL17C,Interleukin-17C,38465,599,1.32 [1.21-1.44],4.661778269881782e-10
Chapter XI Diseases of the digestive system,Chronic gastritis,IL2RA,Interleukin-2 receptor subunit alpha,38902,612,1.59 [1.36-1.87],1.3032289269047252e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,MMP12,Macrophage metalloelastase,39219,612,1.45 [1.27-1.65],2.4320381706288346e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,MZB1,Marginal zone B- and B1-cell-specific protein,39273,610,1.50 [1.32-1.71],1.0761968661751642e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,PDCD1,Programmed cell death protein 1,39469,618,1.65 [1.44-1.90],3.111178092183992e-12
Chapter XI Diseases of the digestive system,Chronic gastritis,REG3A,Regenerating islet-derived protein 3-alpha,39673,622,1.50 [1.35-1.66],7.498547693736357e-15
Chapter XI Diseases of the digestive system,Chronic gastritis,SCT,Secretin,33204,509,0.48 [0.39-0.58],2.2840805835848704e-13
Chapter XI Diseases of the digestive system,Chronic gastritis,SMOC1,SPARC-related modular calcium-binding protein 1,39532,618,1.76 [1.43-2.16],7.70893548644006e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,SPON2,Spondin-2,38969,616,1.75 [1.43-2.15],5.315938295498148e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF1,Trefoil factor 1,39005,602,1.53 [1.42-1.65],5.032640043408616e-30
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF2,Trefoil factor 2,39279,610,1.57 [1.41-1.76],1.6286663112025101e-15
Chapter XI Diseases of the digestive system,Chronic gastritis,TFRC,Transferrin receptor protein 1,39353,614,1.69 [1.42-2.01],3.4602161562239223e-09
