Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,CD302,CD302 antigen,35577,98,3.37 [2.22-5.12],1.2374353665303733e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",31036,91,2.61 [1.85-3.69],5.111986257703345e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,DCN,Decorin,35083,94,8.31 [4.30-16.09],3.2321498527784665e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,FABP3,"Fatty acid-binding protein, heart",31119,92,2.44 [1.89-3.14],5.000672193420473e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,GDF15,Growth/differentiation factor 15,36177,100,2.06 [1.59-2.66],3.8379140320621096e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,HSPB6,Heat shock protein beta-6,36063,99,2.94 [2.03-4.27],1.2195895185422002e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,KLK4,Kallikrein-4,36063,99,1.87 [1.51-2.31],7.249036322280211e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,MYL3,Myosin light chain 3,30311,88,2.16 [1.69-2.76],7.867144386326295e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,PRELP,Prolargin,35718,99,6.68 [3.64-12.25],8.378671277054657e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,RBFOX3,RNA binding protein fox-1 homolog 3,31059,91,2.23 [1.70-2.93],7.948063408126361e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other crystal arthropathies,SCRG1,Scrapie-responsive protein 1,31119,92,3.33 [2.23-4.99],5.050292100034635e-09
