Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,19298,48,2.37 [1.56-3.60],5.644155128732961e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,CLEC11A,C-type lectin domain family 11 member A,22911,57,2.29 [1.42-3.71],0.0007214667254948
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,FZD10,Frizzled-10,19348,51,1.50 [1.19-1.89],0.0005421580761253
