Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,AGRP,Agouti-related protein,18446,79,1.95 [1.32-2.87],0.0008078268110892
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,AREG,Amphiregulin,18149,75,2.54 [1.66-3.87],1.5521177568039028e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,COL18A1,Collagen alpha-1(XVIII) chain,18292,77,4.19 [1.88-9.33],0.0004588972680684
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,EPHB4,Ephrin type-B receptor 4,18457,78,3.19 [1.63-6.23],0.0006995238930804
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,FCRLB,Fc receptor-like B,17833,73,1.55 [1.29-1.85],1.7014628916945042e-06
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,KLK4,Kallikrein-4,18402,77,1.57 [1.21-2.04],0.000603427674161
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,NTproBNP,N-terminal prohormone of brain natriuretic peptide,18228,79,1.29 [1.11-1.50],0.000989164661225
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,SCARB2,Lysosome membrane protein 2,17712,73,2.49 [1.52-4.09],0.0002918375367966
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,SCARF2,Scavenger receptor class F member 2,18393,78,3.38 [1.77-6.47],0.000234661167898
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,SEL1L,Protein sel-1 homolog 1,15410,61,1.80 [1.29-2.51],0.0005807733136218
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,TGFB2,Transforming growth factor beta-2 proprotein,15779,61,1.80 [1.29-2.51],0.0004973492974007
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,VSIG4,V-set and immunoglobulin domain-containing protein 4,18206,77,2.13 [1.38-3.29],0.0006608430774859
