Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,ASGR1,Asialoglycoprotein receptor 1,22770,107,2.74 [1.78-4.20],4.116588564691233e-06
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,CD164L2,CD164 sialomucin-like 2 protein,19379,87,2.19 [1.45-3.32],0.0002144949213044
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,CDH2,Cadherin-2,22969,109,2.17 [1.38-3.41],0.0008261105773197
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,CSF1,Macrophage colony-stimulating factor 1,23052,111,2.60 [1.47-4.58],0.0009945901972413
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,CTSO,Cathepsin O,23241,111,2.40 [1.49-3.86],0.0003010380458646
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,23039,109,2.71 [1.68-4.38],4.435260190048571e-05
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,FES,Tyrosine-protein kinase Fes/Fps,22436,105,1.56 [1.22-2.00],0.0004540177191743
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,IGFBP7,Insulin-like growth factor-binding protein 7,23252,110,1.91 [1.30-2.80],0.0009894401540673
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,IL10RB,Interleukin-10 receptor subunit beta,23052,111,2.12 [1.38-3.26],0.0006286168876782
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,INSR,Insulin receptor,19323,85,5.57 [2.48-12.50],3.187174896140934e-05
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,TGFB1,Transforming growth factor beta-1 proprotein,23203,110,1.86 [1.30-2.67],0.000765685389026
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,TIMP1,Metalloproteinase inhibitor 1,22747,107,2.35 [1.44-3.82],0.0005946303213228
Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,22972,111,2.67 [1.70-4.20],2.069612573421017e-05
