Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,AKR7L,Aflatoxin B1 aldehyde reductase member 4,17248,106,1.58 [1.28-1.95],1.725909939599811e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",20459,117,1.37 [1.14-1.64],0.0007630714728712
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,BCL7A,B-cell CLL/lymphoma 7 protein family member A,17155,105,0.51 [0.35-0.74],0.0003763264654283
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,DCN,Decorin,20142,117,6.21 [3.47-11.14],8.293272849031025e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,FARSA,Phenylalanine--tRNA ligase alpha subunit,17308,108,1.50 [1.25-1.81],2.028187487312523e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,FHIP2A,FHF complex subunit HOOK interacting protein 2A,17158,108,1.58 [1.22-2.04],0.0004474489468876
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,HSD17B3,Testosterone 17-beta-dehydrogenase 3,17158,108,1.70 [1.32-2.19],3.699023628007193e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,LAP3,Cytosol aminopeptidase,20162,116,1.52 [1.19-1.95],0.0008515022068514
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,PCYT2,Ethanolamine-phosphate cytidylyltransferase,17727,109,1.52 [1.19-1.95],0.0007327910704295
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,PER3,Period circadian protein homolog 3,17248,106,1.32 [1.14-1.52],0.0001395642123893
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,RRAS,Ras-related protein R-Ras,17308,108,1.28 [1.12-1.46],0.0003191272730819
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trigger finger,SNAP25,Synaptosomal-associated protein 25,17227,107,1.89 [1.36-2.64],0.0001672077121229
