Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Viral pneumonia,ACVRL1,Serine/threonine-protein kinase receptor R3,21384,280,2.51 [1.71-3.68],2.7094226145696914e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,ADA2,Adenosine deaminase 2,21507,278,1.56 [1.24-1.97],0.0001607884899997
Chapter X Diseases of the respiratory system,Viral pneumonia,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,21423,281,1.69 [1.27-2.25],0.000355727526363
Chapter X Diseases of the respiratory system,Viral pneumonia,ADGRG1,Adhesion G-protein coupled receptor G1,21513,277,1.20 [1.08-1.33],0.0004809389715312
Chapter X Diseases of the respiratory system,Viral pneumonia,ADGRG2,Adhesion G-protein coupled receptor G2,21620,280,0.59 [0.43-0.80],0.0009581679840755
Chapter X Diseases of the respiratory system,Viral pneumonia,ADM,Pro-adrenomedullin,21812,282,2.67 [1.75-4.06],4.715814754581337e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,AGRN,Agrin,21692,281,1.90 [1.47-2.46],1.1375104295542856e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,AMBP,Protein AMBP,21781,282,2.58 [1.53-4.36],0.000369738482856
Chapter X Diseases of the respiratory system,Viral pneumonia,ANGPTL4,Angiopoietin-related protein 4,21659,281,1.55 [1.23-1.96],0.0002348815413419
Chapter X Diseases of the respiratory system,Viral pneumonia,AREG,Amphiregulin,21513,277,2.01 [1.59-2.53],3.311900484162196e-09
Chapter X Diseases of the respiratory system,Viral pneumonia,ASGR1,Asialoglycoprotein receptor 1,21423,281,1.93 [1.41-2.65],4.046120915936672e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,ATRAID,All-trans retinoic acid-induced differentiation factor,18726,231,1.67 [1.27-2.19],0.0002043590942223
Chapter X Diseases of the respiratory system,Viral pneumonia,B2M,Beta-2-microglobulin,18799,230,1.50 [1.21-1.88],0.0003026492534975
Chapter X Diseases of the respiratory system,Viral pneumonia,B4GALT1,"Beta-1,4-galactosyltransferase 1",21692,281,1.90 [1.30-2.76],0.0008335184403939
Chapter X Diseases of the respiratory system,Viral pneumonia,BAMBI,BMP and activin membrane-bound inhibitor homolog,21119,272,1.76 [1.26-2.47],0.0009637234546116
Chapter X Diseases of the respiratory system,Viral pneumonia,BMPER,BMP-binding endothelial regulator protein,18350,223,3.46 [2.09-5.72],1.2694766206921026e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,BTN2A1,Butyrophilin subfamily 2 member A1,21692,281,2.41 [1.69-3.45],1.3927947308367377e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,CA6,Carbonic anhydrase 6,21553,279,0.74 [0.63-0.87],0.0003645736665375
Chapter X Diseases of the respiratory system,Viral pneumonia,CA9,Carbonic anhydrase 9,21812,282,1.56 [1.28-1.90],1.2191174110707228e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CALCA,Calcitonin,21393,280,1.35 [1.17-1.55],2.9503732170748643e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CAPG,Macrophage-capping protein,21476,278,1.35 [1.14-1.59],0.0004705364921309
Chapter X Diseases of the respiratory system,Viral pneumonia,CCL20,C-C motif chemokine 20,21878,284,1.24 [1.12-1.37],2.811183682769882e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CCL23,C-C motif chemokine 23,21692,281,1.55 [1.21-1.97],0.0004778316450446
Chapter X Diseases of the respiratory system,Viral pneumonia,CCL7,C-C motif chemokine 7,21602,282,1.44 [1.25-1.66],5.727878606407787e-07
Chapter X Diseases of the respiratory system,Viral pneumonia,CD160,CD160 antigen,21878,284,1.48 [1.20-1.84],0.0002785829864757
Chapter X Diseases of the respiratory system,Viral pneumonia,CD27,CD27 antigen,21683,282,2.27 [1.83-2.82],1.1646561248509674e-13
Chapter X Diseases of the respiratory system,Viral pneumonia,CD274,Programmed cell death 1 ligand 1,21423,281,1.67 [1.27-2.19],0.0002165490713991
Chapter X Diseases of the respiratory system,Viral pneumonia,CD28,T-cell-specific surface glycoprotein CD28,21119,272,1.55 [1.22-1.98],0.0003308260681446
Chapter X Diseases of the respiratory system,Viral pneumonia,CD300A,CMRF35-like molecule 8,18350,223,2.95 [1.99-4.38],6.793627479524811e-08
Chapter X Diseases of the respiratory system,Viral pneumonia,CD300C,CMRF35-like molecule 6,21815,281,2.12 [1.60-2.80],1.2237746725692154e-07
Chapter X Diseases of the respiratory system,Viral pneumonia,CD300E,CMRF35-like molecule 2,21748,282,1.96 [1.54-2.48],3.0540879352769205e-08
Chapter X Diseases of the respiratory system,Viral pneumonia,CD302,CD302 antigen,21513,277,2.10 [1.55-2.85],1.717080820807524e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,CD48,CD48 antigen,21659,281,2.05 [1.46-2.87],2.957458606749244e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CD5,T-cell surface glycoprotein CD5,21781,282,1.60 [1.26-2.02],8.945517623837118e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CD59,CD59 glycoprotein,20868,270,2.40 [1.62-3.55],1.3948275496749168e-05
Chapter X Diseases of the respiratory system,Viral pneumonia,CD74,HLA class II histocompatibility antigen gamma chain,21815,281,2.03 [1.52-2.71],1.4446425695516792e-06
Chapter X Diseases of the respiratory system,Viral pneumonia,CD79B,B-cell antigen receptor complex-associated protein beta chain,21878,284,1.68 [1.37-2.07],7.806449025045034e-07
