Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SRPK2,SRSF protein kinase 2,Chapter II Neoplasms,Benign neoplasm: Rectum,27460,59,1.44 [1.13-1.82],0.0028183927714981
SRPK2,SRSF protein kinase 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22986,922,1.12 [1.04-1.20],0.0016689004646093
SRPK2,SRSF protein kinase 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,22790,726,1.11 [1.02-1.20],0.0119033638865251
SRPK2,SRSF protein kinase 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,22739,675,1.09 [1.01-1.19],0.0313123542972465
SRPK2,SRSF protein kinase 2,Chapter VI Diseases of the nervous system,Neurological diseases,23881,1639,1.06 [1.00-1.11],0.0485988268706492
SRPK2,SRSF protein kinase 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of lacrimal system,26657,105,1.25 [1.04-1.51],0.0184506571871642
SRPK2,SRSF protein kinase 2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,20407,2804,1.08 [1.03-1.13],0.0011056179153982
SRPK2,SRSF protein kinase 2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21447,2064,1.11 [1.05-1.17],8.405021228868607e-05
SRPK2,SRSF protein kinase 2,Chapter IX Diseases of the circulatory system,Hypertension,21468,2085,1.11 [1.05-1.16],0.0001203965992441
SRPK2,SRSF protein kinase 2,Chapter IX Diseases of the circulatory system,"Heart failure, strict",26876,102,1.22 [1.01-1.48],0.0421596759716657
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,22528,2121,1.07 [1.02-1.12],0.00591771456702
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,24741,1172,1.09 [1.02-1.16],0.0075514713749987
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,Early onset COPD,26651,158,1.19 [1.01-1.39],0.0344909135402914
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",25651,1008,1.09 [1.02-1.16],0.0117058384247267
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,Asthma,20585,1008,1.10 [1.03-1.18],0.0046414184287185
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",20393,1008,1.10 [1.03-1.18],0.0045072718489436
SRPK2,SRSF protein kinase 2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",20570,993,1.10 [1.02-1.17],0.0075582448506574
SRPK2,SRSF protein kinase 2,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,19180,6051,1.04 [1.01-1.08],0.0148749450717521
SRPK2,SRSF protein kinase 2,Chapter XI Diseases of the digestive system,Oesophagitis,20999,288,1.20 [1.06-1.35],0.002824793409521
SRPK2,SRSF protein kinase 2,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,20846,135,1.22 [1.03-1.44],0.0238378933942048
