Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TNIP1,TNFAIP3-interacting protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,22749,111,0.80 [0.65-0.99],0.036964523261751
TNIP1,TNFAIP3-interacting protein 1,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",23959,110,0.81 [0.65-1.00],0.0478832431449354
TNIP1,TNFAIP3-interacting protein 1,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,24112,111,1.27 [1.05-1.55],0.0161599263614211
TNIP1,TNFAIP3-interacting protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,20065,773,1.12 [1.04-1.22],0.0045670415533025
TNIP1,TNFAIP3-interacting protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,19340,48,1.39 [1.04-1.87],0.0283271771030063
TNIP1,TNFAIP3-interacting protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18676,1768,1.06 [1.00-1.12],0.0481419829429631
TNIP1,TNFAIP3-interacting protein 1,Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,23319,94,0.78 [0.62-0.98],0.0354032397773733
TNIP1,TNFAIP3-interacting protein 1,Chapter IX Diseases of the circulatory system,Varicose veins,23174,538,0.88 [0.80-0.97],0.0076139610224458
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,Oesophagitis,18350,259,1.18 [1.03-1.35],0.0138917585171331
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,18213,122,1.23 [1.02-1.48],0.0332771856741023
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,Diseases of liver,23469,87,0.69 [0.54-0.88],0.0025032639128396
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22950,260,1.24 [1.09-1.42],0.0008678754117549
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22831,141,1.40 [1.18-1.66],0.000109724621892
TNIP1,TNFAIP3-interacting protein 1,Chapter XI Diseases of the digestive system,GI-bleeding,22823,133,1.43 [1.20-1.70],6.416719749317533e-05
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,21680,1175,1.07 [1.00-1.14],0.0392465566681495
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",23970,140,1.20 [1.01-1.43],0.0438298259946699
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,23408,208,0.84 [0.72-0.98],0.0277300654771621
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,21516,905,0.92 [0.86-0.99],0.0333523792353705
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,20629,124,1.22 [1.01-1.47],0.0387282306352457
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,20556,51,1.33 [1.00-1.77],0.0497335367647757
TNIP1,TNFAIP3-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,21938,424,0.86 [0.77-0.96],0.0059734051275015
TNIP1,TNFAIP3-interacting protein 1,Chapter XIV Diseases of the genitourinary system,Disorders of breast,23883,425,0.89 [0.80-0.99],0.0392554659425085
TNIP1,TNFAIP3-interacting protein 1,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,18086,88,1.34 [1.07-1.67],0.0098773551353357
TNIP1,TNFAIP3-interacting protein 1,Chapter XIV Diseases of the genitourinary system,Uterine polyps,18271,273,0.83 [0.73-0.95],0.0072267605200255
TNIP1,TNFAIP3-interacting protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Pregnancy with abortive outcome,24142,395,1.15 [1.03-1.29],0.0135860311097315
TNIP1,TNFAIP3-interacting protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Other abnormal products of conception,23858,111,1.26 [1.03-1.54],0.0258216046904307
TNIP1,TNFAIP3-interacting protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Medical abortion,23887,140,1.25 [1.04-1.50],0.0159250016209526
TNIP1,TNFAIP3-interacting protein 1,Chapter VI Diseases of the nervous system,Falls/tendency to fall,21629,546,0.90 [0.82-0.99],0.0269004401432965
