Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter II Neoplasms,Benign neoplasm: Rectum,23300,55,1.33 [1.01-1.75],0.0444653480079522
EVI5,Ecotropic viral integration site 5 protein homolog,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,22206,347,1.15 [1.02-1.29],0.0224986218655337
EVI5,Ecotropic viral integration site 5 protein homolog,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22196,337,1.15 [1.02-1.29],0.0256607536078522
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter IX Diseases of the circulatory system,"Hypertension, essential",18197,1722,1.06 [1.00-1.12],0.0436367313518809
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter IX Diseases of the circulatory system,Varicose veins,22567,524,0.90 [0.82-0.99],0.0352934230152754
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,19127,1811,1.06 [1.00-1.12],0.0335236563193668
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,20970,998,1.08 [1.01-1.16],0.0342133680054857
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Oesophagitis,17870,248,1.23 [1.08-1.41],0.0024297372600296
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,17739,117,1.34 [1.10-1.62],0.003047898206073
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,20871,830,1.08 [1.00-1.17],0.0398115963447857
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Diseases of liver,22848,86,0.75 [0.59-0.95],0.0182317341441732
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Diseases of the digestive system,22340,259,1.33 [1.16-1.51],1.968457432485498e-05
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Intestinal malabsorption,22172,91,1.63 [1.32-2.01],4.177620197411298e-06
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,22220,139,1.25 [1.04-1.49],0.014787737558624
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XI Diseases of the digestive system,GI-bleeding,22212,131,1.26 [1.05-1.51],0.013939640325701
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,20838,1378,0.94 [0.88-0.99],0.0336260329475154
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",23339,138,1.23 [1.03-1.47],0.0236951333338895
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,21362,406,0.87 [0.78-0.97],0.0139096521158219
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,17595,84,1.36 [1.09-1.71],0.0076850524934924
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter XIV Diseases of the genitourinary system,Irregular menses,23427,405,1.16 [1.04-1.28],0.0073726509187562
EVI5,Ecotropic viral integration site 5 protein homolog,"Chapter XV Pregnancy, childbirth and the puerperium",Medical abortion,23264,133,1.33 [1.11-1.61],0.0025028198369041
EVI5,Ecotropic viral integration site 5 protein homolog,"Chapter XV Pregnancy, childbirth and the puerperium",Prolonged pregnancy,22920,122,0.77 [0.62-0.95],0.013354378411341
EVI5,Ecotropic viral integration site 5 protein homolog,Chapter VI Diseases of the nervous system,Falls/tendency to fall,21065,542,0.90 [0.82-0.99],0.0252680445608208
