Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24329,1018,1.06 [1.00-1.13],0.0459293671589171
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,27221,120,1.22 [1.04-1.44],0.0159396952542657
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,25606,444,1.12 [1.02-1.22],0.0157977509607867
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,25606,444,1.12 [1.02-1.22],0.0157977509607867
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,26703,94,0.79 [0.64-0.97],0.0250957072429401
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter VI Diseases of the nervous system,Neurological diseases,23490,1614,1.06 [1.00-1.11],0.0309835145090783
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21085,2045,1.06 [1.01-1.11],0.0259387264555652
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter IX Diseases of the circulatory system,Hypertension,21107,2067,1.05 [1.00-1.11],0.0305958150008389
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter IX Diseases of the circulatory system,Secondary right heart disease,26471,94,0.76 [0.61-0.93],0.0096963170855984
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,26471,94,0.76 [0.61-0.93],0.0096963170855984
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",19131,91,0.78 [0.63-0.97],0.0236619106819844
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter X Diseases of the respiratory system,Early onset COPD,26210,156,1.19 [1.03-1.38],0.0217243175651129
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XI Diseases of the digestive system,Oesophagitis,20663,289,1.15 [1.03-1.29],0.0119600768707251
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,20506,132,1.25 [1.07-1.47],0.0055198719717019
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,24145,951,1.07 [1.00-1.14],0.048099850551615
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XI Diseases of the digestive system,Diseases of liver,26474,103,0.76 [0.63-0.94],0.0089438996686345
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XI Diseases of the digestive system,Other diseases of liver,26422,51,0.72 [0.54-0.96],0.0243369543366955
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,25163,153,0.85 [0.72-1.00],0.048927294586505
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,24468,1330,1.09 [1.04-1.15],0.001223351762373
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,23281,143,1.22 [1.05-1.42],0.0099910678151348
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,24795,973,1.07 [1.00-1.14],0.0376503475709347
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIV Diseases of the genitourinary system,Disorders of breast,26940,475,0.90 [0.82-0.98],0.0207235337654582
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,20388,99,1.28 [1.07-1.53],0.0073046629248003
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIV Diseases of the genitourinary system,Polyp of the female genital tract,21231,942,0.93 [0.87-0.99],0.0258890876639631
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter XIV Diseases of the genitourinary system,Uterine polyps,20602,313,0.87 [0.77-0.97],0.0122819077554984
WASF1,Wiskott-Aldrich syndrome protein family member 1,"Chapter XV Pregnancy, childbirth and the puerperium",Haemorrhage in early pregnancy,26981,124,0.76 [0.63-0.91],0.0038734644465814
WASF1,Wiskott-Aldrich syndrome protein family member 1,"Chapter XV Pregnancy, childbirth and the puerperium",Delivery,27279,331,0.89 [0.80-1.00],0.0441744119533771
WASF1,Wiskott-Aldrich syndrome protein family member 1,Chapter VI Diseases of the nervous system,Falls/tendency to fall,24379,640,0.92 [0.85-1.00],0.0468945071119897
