Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SUSD1,Sushi domain-containing protein 1,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",22400,248,1.04 [1.04-1.04],0.0
SUSD1,Sushi domain-containing protein 1,Chapter II Neoplasms,Benign neoplasm: Rectum,27004,55,1.87 [1.13-3.10],0.0145329570962026
SUSD1,Sushi domain-containing protein 1,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",27143,70,0.64 [0.42-0.96],0.0330052934128211
SUSD1,Sushi domain-containing protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,25606,444,1.22 [1.02-1.45],0.0299088314306025
SUSD1,Sushi domain-containing protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,25606,444,1.22 [1.02-1.45],0.0299088314306025
SUSD1,Sushi domain-containing protein 1,Chapter V Mental and behavioural disorders,Alcohol dependence,25813,23,0.44 [0.21-0.90],0.0246607224844975
SUSD1,Sushi domain-containing protein 1,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,27067,147,0.74 [0.56-1.00],0.0484552594358804
SUSD1,Sushi domain-containing protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21085,2045,1.11 [1.01-1.22],0.0230921868289385
SUSD1,Sushi domain-containing protein 1,Chapter IX Diseases of the circulatory system,Hypertension,21107,2067,1.11 [1.01-1.21],0.0291639262883509
SUSD1,Sushi domain-containing protein 1,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,16547,271,0.78 [0.63-0.98],0.0302749806514434
SUSD1,Sushi domain-containing protein 1,Chapter IX Diseases of the circulatory system,Varicose veins,26125,594,0.81 [0.70-0.94],0.0055090292458612
SUSD1,Sushi domain-containing protein 1,Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,20593,219,0.73 [0.58-0.93],0.011512535609257
SUSD1,Sushi domain-containing protein 1,Chapter XI Diseases of the digestive system,Gastric ulcer,20518,144,0.71 [0.53-0.95],0.0233062550029114
SUSD1,Sushi domain-containing protein 1,Chapter XI Diseases of the digestive system,Diseases of liver,26474,103,0.43 [0.31-0.60],7.418427760076568e-07
SUSD1,Sushi domain-containing protein 1,Chapter XI Diseases of the digestive system,Other diseases of liver,26422,51,0.54 [0.33-0.87],0.0119263298230015
SUSD1,Sushi domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",27061,155,1.41 [1.04-1.91],0.0257804801355798
SUSD1,Sushi domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,24250,1021,0.87 [0.77-0.98],0.018205899877228
SUSD1,Sushi domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,23281,143,1.47 [1.08-2.02],0.0155331771933544
SUSD1,Sushi domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,24774,482,0.79 [0.67-0.93],0.0043162846090045
SUSD1,Sushi domain-containing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other disorders of bone,24406,114,0.65 [0.47-0.91],0.0119669547116172
SUSD1,Sushi domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,24659,44,1.82 [1.05-3.14],0.0327215522960331
SUSD1,Sushi domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,Female genital prolapse,21063,774,1.15 [1.01-1.32],0.0398208628062328
SUSD1,Sushi domain-containing protein 1,Chapter XIV Diseases of the genitourinary system,HSIL lesion of the cervix uteri,27253,138,1.42 [1.03-1.94],0.0307395409342164
SUSD1,Sushi domain-containing protein 1,"Chapter XV Pregnancy, childbirth and the puerperium",Prolonged pregnancy,26536,148,0.71 [0.53-0.96],0.0243253081051224
SUSD1,Sushi domain-containing protein 1,Chapter VI Diseases of the nervous system,Falls/tendency to fall,24379,640,0.84 [0.72-0.97],0.0151964451881272
