Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TBC1D5,TBC1 domain family member 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24735,1027,1.08 [1.01-1.16],0.0292279169680322
TBC1D5,TBC1 domain family member 5,Chapter II Neoplasms,Other benign neoplasms of skin,27574,229,1.19 [1.04-1.36],0.0130348912586377
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,22986,922,1.13 [1.05-1.21],0.0012755298998895
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,26164,416,1.14 [1.02-1.27],0.0180984743819696
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,26155,407,1.14 [1.03-1.28],0.0142645262087757
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,22790,726,1.09 [1.00-1.18],0.0476054858840789
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,22739,675,1.09 [1.00-1.19],0.0460800271080734
TBC1D5,TBC1 domain family member 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,22115,51,1.41 [1.08-1.83],0.0106623904592257
TBC1D5,TBC1 domain family member 5,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,20407,2804,1.07 [1.02-1.12],0.0051998984230553
TBC1D5,TBC1 domain family member 5,Chapter IX Diseases of the circulatory system,"Hypertension, essential",21447,2064,1.08 [1.02-1.14],0.0071643100605778
TBC1D5,TBC1 domain family member 5,Chapter IX Diseases of the circulatory system,Hypertension,21468,2085,1.07 [1.02-1.13],0.010512270802382
TBC1D5,TBC1 domain family member 5,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,16651,104,1.22 [1.00-1.49],0.0484908352557987
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Oesophagitis,20999,288,1.17 [1.03-1.32],0.014402392565192
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Ulcer of oesophagus,20846,135,1.25 [1.05-1.49],0.0125416894720817
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Hernia,24804,1209,1.07 [1.01-1.15],0.0284078689832059
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,24560,965,1.08 [1.01-1.16],0.0336503317106732
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Diseases of liver,26923,105,0.79 [0.62-1.00],0.0462914925046238
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Diseases of the digestive system,26314,309,1.23 [1.10-1.38],0.0003980041724498
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Coeliac disease,26093,88,1.24 [1.00-1.53],0.0490790500655252
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,Other diseases of the digestive system,26175,170,1.30 [1.12-1.51],0.0006511942125742
TBC1D5,TBC1 domain family member 5,Chapter XI Diseases of the digestive system,GI-bleeding,26165,160,1.29 [1.10-1.51],0.001357030317684
TBC1D5,TBC1 domain family member 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,19024,307,1.15 [1.02-1.31],0.0236365023461061
TBC1D5,TBC1 domain family member 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",27520,156,1.19 [1.01-1.40],0.0397954212874299
TBC1D5,TBC1 domain family member 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,24663,1030,0.93 [0.86-1.00],0.0364683499137999
TBC1D5,TBC1 domain family member 5,Chapter XIV Diseases of the genitourinary system,Other noninflammatory disorders of vulva and perineum,20808,144,1.23 [1.04-1.45],0.0169308446615308
