Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
UHRF2,E3 ubiquitin-protein ligase UHRF2,Chapter II Neoplasms,Melanoma in situ,13959,100,0.32 [0.16-0.63],0.0008626894881293
UHRF2,E3 ubiquitin-protein ligase UHRF2,Chapter VI Diseases of the nervous system,Memory loss,18575,129,1.82 [1.47-2.25],2.6494398454042032e-08
UHRF2,E3 ubiquitin-protein ligase UHRF2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),11865,59,1.88 [1.29-2.73],0.0009384057437911
