Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,18257,59,2.04 [1.41-2.93],0.000129707879017
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,19367,1169,1.30 [1.18-1.44],3.8302260302663243e-07
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",19450,237,0.64 [0.49-0.83],0.0009064388613249
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,10404,123,1.68 [1.24-2.28],0.0007783459859777
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Bronchiectasis,16461,439,1.41 [1.20-1.65],2.858511004643128e-05
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",16082,60,2.13 [1.48-3.05],4.1719898779232406e-05
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,18698,2676,1.17 [1.09-1.25],9.596366135573348e-06
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,17824,5114,1.13 [1.07-1.19],3.072722091663212e-06
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter X Diseases of the respiratory system,Other diseases of pleura,19416,2245,1.15 [1.07-1.24],0.000215629801381
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,16332,67,1.88 [1.30-2.73],0.0008240769237936
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",17459,1113,1.20 [1.08-1.33],0.0009063149807124
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified seropositive rheumatoid arthritis,19635,54,2.04 [1.37-3.04],0.0004302954587671
GADD45GIP1,Growth arrest and DNA damage-inducible proteins-interacting protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,14557,2615,1.14 [1.06-1.22],0.0003747546857028
