Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ICAM4,Intercellular adhesion molecule 4,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,22218,4220,0.92 [0.87-0.96],0.000771765686262
ICAM4,Intercellular adhesion molecule 4,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,20164,1300,0.83 [0.76-0.91],0.0001019899001019
ICAM4,Intercellular adhesion molecule 4,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,22996,1436,0.84 [0.77-0.92],0.0001508978209377
ICAM4,Intercellular adhesion molecule 4,Chapter I Certain infectious and parasitic diseases,Other septicaemia,22814,1254,0.83 [0.76-0.91],0.0001105616587003
ICAM4,Intercellular adhesion molecule 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22360,3502,0.86 [0.82-0.91],2.8479006886913906e-07
ICAM4,Intercellular adhesion molecule 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,22609,1968,0.80 [0.75-0.87],1.2250371237466466e-08
ICAM4,Intercellular adhesion molecule 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,22607,1966,0.81 [0.75-0.87],2.025854445321176e-08
ICAM4,Intercellular adhesion molecule 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,22762,1428,0.77 [0.71-0.84],7.650300274782432e-09
ICAM4,Intercellular adhesion molecule 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,15312,266,0.63 [0.52-0.77],7.952413514143863e-06
ICAM4,Intercellular adhesion molecule 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,20326,184,0.65 [0.51-0.83],0.0005039353094848
ICAM4,Intercellular adhesion molecule 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,22279,2137,0.74 [0.69-0.80],8.19537115636747e-16
ICAM4,Intercellular adhesion molecule 4,Chapter IX Diseases of the circulatory system,Angina pectoris,19963,1569,0.86 [0.79-0.94],0.0004418662762824
ICAM4,Intercellular adhesion molecule 4,Chapter VI Diseases of the nervous system,Bell's palsy,21266,88,0.53 [0.38-0.75],0.00029707534062
ICAM4,Intercellular adhesion molecule 4,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",22417,1239,0.85 [0.77-0.93],0.0007223812254415
ICAM4,Intercellular adhesion molecule 4,Chapter VI Diseases of the nervous system,Other facial nerve disorders,21277,99,0.55 [0.40-0.76],0.0002639095152752
ICAM4,Intercellular adhesion molecule 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,22868,269,0.70 [0.58-0.86],0.0006601320809199
ICAM4,Intercellular adhesion molecule 4,Chapter XI Diseases of the digestive system,Colonic or urogenital fistula,23007,160,0.65 [0.50-0.84],0.0009609367961318
ICAM4,Intercellular adhesion molecule 4,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",20555,4599,0.90 [0.86-0.95],3.903470960037102e-05
ICAM4,Intercellular adhesion molecule 4,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,18351,3789,0.88 [0.83-0.93],2.303297312314149e-06
ICAM4,Intercellular adhesion molecule 4,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),18126,2170,0.89 [0.82-0.95],0.0008379144458448
ICAM4,Intercellular adhesion molecule 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,15994,2067,0.85 [0.79-0.91],7.80781955659546e-06
ICAM4,Intercellular adhesion molecule 4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,17043,3116,0.88 [0.83-0.94],4.871372116383966e-05
