Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),19264,3565,1.21 [1.09-1.35],0.0004032486331672
UBE2B,Ubiquitin-conjugating enzyme E2 B,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,14152,909,1.44 [1.18-1.75],0.0002850485775455
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,18703,113,2.01 [1.34-3.02],0.0007890777364476
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter VI Diseases of the nervous system,Cerebral cysts,19696,206,2.11 [1.52-2.93],8.970170271260083e-06
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter VI Diseases of the nervous system,Postviral fatigue syndrome,19530,40,2.83 [1.53-5.22],0.0009086585708759
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter X Diseases of the respiratory system,Interstitial lung disease,18960,443,1.63 [1.25-2.12],0.0002968745313289
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter X Diseases of the respiratory system,Other diseases of pleura,19817,2281,1.37 [1.21-1.55],7.204293616585694e-07
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,19953,522,1.65 [1.29-2.10],6.807453285022855e-05
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,19952,1463,1.38 [1.18-1.62],4.318355299687762e-05
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter X Diseases of the respiratory system,Respiratory insufficiency,12421,61,3.36 [2.53-4.45],3.723914980837626e-17
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter XI Diseases of the digestive system,Coeliac disease,18590,105,2.70 [1.87-3.88],1.0469450942230997e-07
UBE2B,Ubiquitin-conjugating enzyme E2 B,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18608,123,2.40 [1.64-3.51],6.149903786267964e-06
