Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE2,Angiotensin-converting enzyme 2,39205,255,1.51 [1.24-1.84],4.242715655835659e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACHE,Acetylcholinesterase,34208,235,0.36 [0.24-0.54],9.91609721580021e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,40126,266,2.26 [1.68-3.05],7.63959391424089e-08
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,40070,266,0.62 [0.49-0.78],5.637128949588601e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADAMTSL5,ADAMTS-like protein 5,34989,245,0.55 [0.41-0.75],0.0001567659575604
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE2,Adhesion G protein-coupled receptor E2,40121,266,0.51 [0.34-0.75],0.0006677361141311
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRE5,Adhesion G protein-coupled receptor E5,40233,266,0.50 [0.34-0.74],0.0004189547530385
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ADGRG2,Adhesion G-protein coupled receptor G2,39955,264,0.37 [0.24-0.55],1.452716676303802e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AHNAK,Neuroblast differentiation-associated protein AHNAK,34069,240,0.47 [0.31-0.72],0.000452337992088
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2A,Pancreatic alpha-amylase,38373,255,0.65 [0.51-0.83],0.0004593111971923
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AMY2B,Alpha-amylase 2B,37216,244,0.61 [0.48-0.78],8.231925896842337e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,APOA1,Apolipoprotein A-I,35027,244,0.39 [0.23-0.66],0.0003770778209548
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ART3,Ecto-ADP-ribosyltransferase 3,40084,263,0.50 [0.36-0.69],3.3524810770778707e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BAG3,BAG family molecular chaperone regulator 3,39578,260,0.57 [0.47-0.71],2.299554306506202e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BCAN,Brevican core protein,39649,260,0.40 [0.29-0.55],1.9614872137289075e-08
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,BPIFA2,BPI fold-containing family A member 2,32872,231,0.78 [0.69-0.89],0.0001202857129324
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,34140,233,0.66 [0.52-0.83],0.0003799472994193
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,C4BPB,C4b-binding protein beta chain,40070,266,1.70 [1.31-2.21],5.7997210606501294e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA14,Carbonic anhydrase 14,40299,268,0.25 [0.19-0.34],3.731272353084264e-20
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CA6,Carbonic anhydrase 6,39830,262,0.52 [0.44-0.61],1.1104620712170064e-14
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CBLN4,Cerebellin-4,40299,268,0.53 [0.38-0.74],0.0002502836380109
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CCL7,C-C motif chemokine 7,39893,266,1.39 [1.20-1.60],7.178708653279104e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD1C,T-cell surface glycoprotein CD1c,40070,266,0.47 [0.31-0.71],0.0003105162191888
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD209,CD209 antigen,40056,265,0.46 [0.34-0.62],2.233910637076413e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD248,Endosialin,34975,245,0.53 [0.39-0.72],4.720668448766806e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD302,CD302 antigen,39775,267,2.71 [1.99-3.71],3.464886604421374e-10
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD34,Hematopoietic progenitor cell antigen CD34,40182,268,0.44 [0.28-0.69],0.000405704152097
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CD8A,T-cell surface glycoprotein CD8 alpha chain,40320,268,0.68 [0.55-0.85],0.0007660618767564
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CDA,Cytidine deaminase,34923,245,0.48 [0.36-0.63],2.297132159501192e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CHAD,Chondroadherin,34208,235,0.50 [0.40-0.63],7.099102056111417e-09
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CHGA,Chromogranin-A,34975,245,1.38 [1.22-1.55],1.700981814008752e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CHGB,Secretogranin-1,40187,268,0.53 [0.41-0.71],9.278855519725934e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CHRDL2,Chordin-like protein 2,39955,264,0.62 [0.51-0.76],4.771037176531878e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CKB,Creatine kinase B-type,34975,245,1.41 [1.15-1.74],0.0009372684583459
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLEC10A,C-type lectin domain family 10 member A,39649,260,0.50 [0.37-0.68],1.0747281263689413e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLEC3B,Tetranectin,34210,239,0.26 [0.15-0.46],3.558634802052634e-06
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLEC4A,C-type lectin domain family 4 member A,39893,266,0.38 [0.29-0.49],1.1544982824857874e-13
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLEC4M,C-type lectin domain family 4 member M,34915,245,0.51 [0.40-0.65],1.1407605430208562e-07
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CLGN,Calmegin,34029,242,1.54 [1.22-1.94],0.0002312539727914
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CNTN5,Contactin-5,40058,266,0.60 [0.44-0.81],0.0009159677442448
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,COL15A1,Collagen alpha-1(XV) chain,34975,245,0.43 [0.28-0.68],0.0002999159192687
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,COMP,Cartilage oligomeric matrix protein,39501,255,0.37 [0.27-0.52],3.378784937859757e-09
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CPA2,Carboxypeptidase A2,40182,268,0.69 [0.58-0.83],3.773848561463775e-05
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,CPM,Carboxypeptidase M,40132,268,2.32 [1.71-3.16],7.658638206529653e-08
