Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,ACVRL1,Serine/threonine-protein kinase receptor R3,44149,198,2.18 [1.39-3.43],0.0007013597122265
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,AGR3,Anterior gradient protein 3,43438,190,1.40 [1.16-1.69],0.0004174813671059
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,AHNAK2,Protein AHNAK2,37760,173,2.25 [1.55-3.27],2.306900197289804e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,AMBP,Protein AMBP,44878,205,3.53 [1.96-6.33],2.444912876488437e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,ASGR1,Asialoglycoprotein receptor 1,44227,198,2.82 [1.98-4.00],7.732784032551707e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,B4GALT1,"Beta-1,4-galactosyltransferase 1",44754,200,2.38 [1.55-3.64],7.02174515533389e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,BPIFA2,BPI fold-containing family A member 2,36435,168,0.78 [0.68-0.90],0.0008583784612979
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,CD302,CD302 antigen,44352,199,2.23 [1.57-3.18],7.378197540362681e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,CD99L2,CD99 antigen-like protein 2,44577,199,2.67 [1.63-4.37],9.759458736542576e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,CFHR2,Complement factor H-related protein 2,38551,177,1.71 [1.28-2.30],0.0003454062775531
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,CKAP4,Cytoskeleton-associated protein 4,44822,205,2.05 [1.41-2.97],0.000163910746909
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,CNTN1,Contactin-1,45106,206,0.47 [0.30-0.72],0.0006543500329716
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,COL6A3,Collagen alpha-3(VI) chain,45106,206,1.79 [1.30-2.46],0.0003669334961171
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,COL9A1,Collagen alpha-1(IX) chain,44496,201,1.81 [1.45-2.27],2.549364801353564e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,EDA2R,Tumor necrosis factor receptor superfamily member 27,44944,205,2.00 [1.51-2.65],1.3375330128961871e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,EFNA4,Ephrin-A4,44149,198,1.93 [1.35-2.76],0.0003303048481388
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,GDF15,Growth/differentiation factor 15,45106,206,1.50 [1.22-1.83],0.0001140881145896
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,HSPB6,Heat shock protein beta-6,44944,205,1.78 [1.34-2.37],6.61518494622235e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,IDI2,Isopentenyl-diphosphate delta-isomerase 2,43526,197,1.56 [1.27-1.93],3.232353377013008e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,IL10RB,Interleukin-10 receptor subunit beta,44754,200,1.96 [1.36-2.82],0.0003374156003245
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,LGALS3,Galectin-3,44675,204,2.12 [1.43-3.13],0.0001644869738141
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,MMP3,Stromelysin-1,44577,199,1.51 [1.19-1.92],0.0007917875510611
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,MYOM3,Myomesin-3,37941,176,1.39 [1.20-1.61],1.2577511755532452e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,NEFL,Neurofilament light polypeptide,43379,196,1.60 [1.25-2.04],0.0001739055859687
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,OSCAR,Osteoclast-associated immunoglobulin-like receptor,44613,200,2.03 [1.40-2.94],0.000189152612335
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,PDGFC,Platelet-derived growth factor C,43509,193,2.07 [1.47-2.93],3.350804252301614e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,RNASET2,Ribonuclease T2,44899,204,2.18 [1.46-3.27],0.0001543523674063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,SCARB2,Lysosome membrane protein 2,43395,192,1.82 [1.28-2.60],0.0009642790338157
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,SFRP1,Secreted frizzled-related protein 1,44073,198,1.55 [1.21-1.98],0.0006060577364447
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,TGFA,Protransforming growth factor alpha,44496,201,1.52 [1.20-1.93],0.0006277361927183
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,44227,198,1.84 [1.35-2.52],0.0001184991516156
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,45049,206,1.92 [1.45-2.55],5.9878145567814204e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,44698,203,1.73 [1.26-2.37],0.0006288151836773
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,44577,199,1.95 [1.33-2.84],0.0005503400771508
