Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29111.Ever self-harmed,RBFOX3,RNA binding protein fox-1 homolog 3,32802,0.468551479635504,0.112672279423995,0.247713811964473,0.689389147306535,3.23501999847519e-05
Mental health,X29111.Ever self-harmed,LTB,Lymphotoxin-beta,32760,0.410628854605224,0.1156398717899,0.183974705897021,0.637283003313428,0.000386000430847374
Mental health,X29111.Ever self-harmed,TPT1,Translationally-controlled tumor protein,34038,-0.250128475916289,0.0731431161304242,-0.39348898353192,-0.106767968300657,0.000629484394773459
Mental health,X29111.Ever self-harmed,KLK15,Kallikrein-15,32745,-0.313481451398134,0.0927704203639031,-0.495311475311384,-0.131651427484884,0.000730560593391413
Mental health,X29111.Ever self-harmed,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,34249,0.360690719227566,0.110346582525932,0.14441141747674,0.576970020978392,0.00108412395005454
Mental health,X29111.Ever self-harmed,VIT,Vitrin,32809,0.431975947279891,0.13309857474846,0.17110274077291,0.692849153786873,0.00117692221140588
Mental health,X29111.Ever self-harmed,RCOR1,REST corepressor 1,34085,0.225560631381518,0.0696294106293973,0.0890869865478991,0.362034276215136,0.00120168900327309
Mental health,X29111.Ever self-harmed,AGR2,Anterior gradient protein 2 homolog,33944,0.130646977480353,0.0410012395301709,0.050284548001218,0.211009406959488,0.00144514233701257
Mental health,X29111.Ever self-harmed,VNN1,Pantetheinase,32812,0.213798897039458,0.0676048116422431,0.0812934662206613,0.346304327858254,0.00156990837186005
Mental health,X29111.Ever self-harmed,GAST,Gastrin,32798,0.119695008088115,0.0379439397787449,0.0453248861217745,0.194065130054455,0.00161331783104646
Mental health,X29111.Ever self-harmed,USP47,Ubiquitin carboxyl-terminal hydrolase 47,32547,0.154126231871209,0.0491231911246577,0.0578447772668804,0.250407686475539,0.00170980381749515
Mental health,X29111.Ever self-harmed,POF1B,Protein POF1B,32560,0.289219720076384,0.092710218810105,0.107507691208579,0.47093174894419,0.00181725935252529
Mental health,X29111.Ever self-harmed,HRAS,GTPase Hras,32639,0.120740054522639,0.039928447981807,0.0424802964782976,0.198999812566981,0.00250303516237236
Mental health,X29111.Ever self-harmed,CHGA,Chromogranin-A,32798,0.169908754790014,0.0561941738335191,0.0597681740763167,0.280049335503712,0.00250544760337664
Mental health,X29111.Ever self-harmed,PROK1,Prokineticin-1,34263,-0.170940287717161,0.0567826259856149,-0.282234234648967,-0.0596463407853563,0.00261539149571464
Mental health,X29111.Ever self-harmed,PYY,Peptide YY,32547,0.156195583073775,0.0518893624760719,0.0544924326206741,0.257898733526876,0.00261909991017981
Mental health,X29111.Ever self-harmed,RLN2,Prorelaxin H2,32619,-0.089948171150192,0.0299564634511072,-0.148662839514362,-0.0312335027860219,0.00268468082648498
Mental health,X29111.Ever self-harmed,ZNF174,Zinc finger protein 174,32560,0.314107758458348,0.10526929204349,0.107779946053108,0.520435570863588,0.00285494803493514
Mental health,X29111.Ever self-harmed,LEP,Leptin,34258,-0.179850922150452,0.0619420464374871,-0.301257333167927,-0.0584445111329774,0.00369798447314158
Mental health,X29111.Ever self-harmed,EBI3_IL27,Interleukin-27,34327,-0.382293494452138,0.133208993312245,-0.643383121344137,-0.121203867560138,0.00411502809537546
Mental health,X29111.Ever self-harmed,ALPP,"Alkaline phosphatase, placental type",34221,0.110642567411374,0.0386819127572195,0.0348260184072234,0.186459116415524,0.00424114072064334
Mental health,X29111.Ever self-harmed,RAC3,Ras-related C3 botulinum toxin substrate 3,32566,-0.241064693337796,0.0857110678148611,-0.409058386254924,-0.0730710004206684,0.00492719917213597
Mental health,X29111.Ever self-harmed,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,32768,0.412735970207341,0.147509362825212,0.123617619069926,0.701854321344756,0.00515332596580708
Mental health,X29111.Ever self-harmed,SLC1A4,Neutral amino acid transporter A,32566,-0.289246259323603,0.103932672375969,-0.492954297180502,-0.0855382214667041,0.00539807588629751
Mental health,X29111.Ever self-harmed,CXCL13,C-X-C motif chemokine 13,34356,-0.189038483761071,0.0679901068696075,-0.322299093225502,-0.0557778742966403,0.00543974679834577
Mental health,X29111.Ever self-harmed,GSTP1,Glutathione S-transferase P,33974,0.152827185657926,0.0551267568355884,0.0447787422601732,0.26087562905568,0.00557721289081308
Mental health,X29111.Ever self-harmed,CTSZ,Cathepsin Z,34250,0.364523640450876,0.13317403873736,0.103502524525651,0.625544756376102,0.00620768697076106
Mental health,X29111.Ever self-harmed,MEP1A,Meprin A subunit alpha,32768,0.185763225064582,0.0679648141565194,0.0525521893178044,0.31897426081136,0.00628498238328145
Mental health,X29111.Ever self-harmed,PHLDB2,Pleckstrin homology-like domain family B member 2,32495,0.127706384101468,0.0469318347862717,0.0357199879203754,0.21969278028256,0.00652043710688269
Mental health,X29111.Ever self-harmed,IL13RA2,Interleukin-13 receptor subunit alpha-2,32546,-0.463490019573895,0.170473832613082,-0.797618731495537,-0.129361307652254,0.00656521732974621
Mental health,X29111.Ever self-harmed,ITGB6,Integrin beta-6,34038,0.378471119611258,0.139336805742645,0.105370980355674,0.651571258866842,0.0066148021279757
Mental health,X29111.Ever self-harmed,SMS,Spermine synthase,32546,0.183346535890552,0.0685016013072315,0.0490833973283788,0.317609674452726,0.00745389929290816
Mental health,X29111.Ever self-harmed,LPO,Lactoperoxidase,33955,-0.189197140713598,0.0715484309684748,-0.329432065411809,-0.0489622160153878,0.00819891064403333
Mental health,X29111.Ever self-harmed,LYPD1,Ly6/PLAUR domain-containing protein 1,34029,0.141022458228838,0.0533359586857341,0.036483979204799,0.245560937252877,0.00820562988995571
Mental health,X29111.Ever self-harmed,IL20RB,Interleukin-20 receptor subunit beta,32560,0.276093948273432,0.104931829445743,0.0704275625597753,0.481760333987088,0.00852513783888824
Mental health,X29111.Ever self-harmed,TXNDC15,Thioredoxin domain-containing protein 15,34295,-0.387113977592771,0.148002611958629,-0.677199097031685,-0.097028858153857,0.00892096828586973
Mental health,X29111.Ever self-harmed,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",32590,0.249362951683463,0.0968417774052015,0.0595530679692684,0.439172835397658,0.0100428960735289
Mental health,X29111.Ever self-harmed,CCL2,C-C motif chemokine 2,34178,0.19143977560468,0.074749370022003,0.0449310103615539,0.337948540847806,0.0104494199782128
Mental health,X29111.Ever self-harmed,GCG,Pro-glucagon,34016,0.0860390482280702,0.0338565982426963,0.0196801156723855,0.152397980783755,0.0110604453160881
Mental health,X29111.Ever self-harmed,CCL19,C-C motif chemokine 19,34356,-0.0881584694045785,0.035076236378399,-0.156907892706241,-0.0194090461029164,0.0119751823184028
Mental health,X29111.Ever self-harmed,CNDP1,Beta-Ala-His dipeptidase,34286,-0.213970522009899,0.0852550242789299,-0.381070369596601,-0.0468706744231962,0.0120969108079626
Mental health,X29111.Ever self-harmed,HK2,Hexokinase-2,34085,0.329656755015865,0.132514274564046,0.0699287768703338,0.589384733161396,0.012873725374414
Mental health,X29111.Ever self-harmed,PALM,Paralemmin-1,32721,0.430737171944672,0.173171696309551,0.091320647177953,0.770153696711391,0.0128897358508672
Mental health,X29111.Ever self-harmed,MILR1,Allergin-1,34038,0.20047142297797,0.0806570721205733,0.0423835616216462,0.358559284334294,0.0129546556795762
Mental health,X29111.Ever self-harmed,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1,32495,0.165903677383915,0.0670468331566673,0.0344918843968469,0.297315470370983,0.0133648240030121
Mental health,X29111.Ever self-harmed,SCRIB,Protein scribble homolog,32590,0.114370040753877,0.0466062863507273,0.0230217195064514,0.205718362001302,0.0141500108045701
Mental health,X29111.Ever self-harmed,DCTN2,Dynactin subunit 2,34221,0.102245434729394,0.0416759867850617,0.0205605006306732,0.183930368828115,0.0141709300016318
Mental health,X29111.Ever self-harmed,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,34085,-0.328100244337018,0.134502462394795,-0.591725070630817,-0.064475418043219,0.0147311296600275
Mental health,X29111.Ever self-harmed,TPPP2,Tubulin polymerization-promoting protein family member 2,32655,0.13107038686212,0.0538868784922007,0.0254521050174065,0.236688668706833,0.0150234963489236
Mental health,X29111.Ever self-harmed,CCL22,C-C motif chemokine 22,34152,-0.197561697175887,0.0814896984636869,-0.357281506164713,-0.0378418881870608,0.0153528588978039
Mental health,X29111.Ever self-harmed,MSLN,Mesothelin,34201,0.181692764112085,0.0751445465027286,0.0344094529667374,0.328976075257433,0.0156281449741635
Mental health,X29111.Ever self-harmed,VSIG2,V-set and immunoglobulin domain-containing protein 2,32760,0.216768882724567,0.0896660943440436,0.0410233378102418,0.392514427638893,0.0156483945985508
Mental health,X29111.Ever self-harmed,OGFR,Opioid growth factor receptor,34221,0.290592803993806,0.120229807180213,0.0549423819205892,0.526243226067022,0.0156681614296618
Mental health,X29111.Ever self-harmed,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1,32566,-0.311841179705352,0.129125356829014,-0.56492687909022,-0.0587554803204841,0.0157560271986345
Mental health,X29111.Ever self-harmed,MUC2,Mucin-2,32798,0.122021609817924,0.0507593009262092,0.0225333800025538,0.221509839633294,0.0162417159921269
Mental health,X29111.Ever self-harmed,FURIN,Furin,34295,-0.28751209719498,0.119643586602933,-0.522013526936729,-0.0530106674532323,0.0162763962646617
Mental health,X29111.Ever self-harmed,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",34038,0.162875452806685,0.0678118398743865,0.0299642466528877,0.295786658960483,0.0163302650372043
Mental health,X29111.Ever self-harmed,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1,32546,0.179660307567994,0.0751293800875625,0.0324067225963714,0.326913892539616,0.0168094458479377
Mental health,X29111.Ever self-harmed,KRT19,"Keratin, type I cytoskeletal 19",34248,0.141484098754843,0.059334996299783,0.0251875060072685,0.257780691502418,0.017121421408234
Mental health,X29111.Ever self-harmed,AKR1C4,Aldo-keto reductase family 1 member C4,34085,0.153014981931553,0.0645493698230835,0.0264982170783097,0.279531746784797,0.017783096195211
Mental health,X29111.Ever self-harmed,ART3,Ecto-ADP-ribosyltransferase 3,34286,0.30235445140929,0.127558458956368,0.0523398718548094,0.55236903096377,0.0177918417496959
Mental health,X29111.Ever self-harmed,IDUA,Alpha-L-iduronidase,34340,0.209979407754942,0.0888077047634333,0.0359163064186132,0.384042509091272,0.0180771577926065
Mental health,X29111.Ever self-harmed,GUCY2C,Heat-stable enterotoxin receptor,32655,-0.151610660391372,0.0641355501968238,-0.277316338777147,-0.0259049820055975,0.0181063854633643
Mental health,X29111.Ever self-harmed,SCGB3A2,Secretoglobin family 3A member 2,34284,0.108008471199195,0.045718284763002,0.0184006330637111,0.197616309334679,0.018172555028659
Mental health,X29111.Ever self-harmed,CLEC10A,C-type lectin domain family 10 member A,34192,0.270019497753002,0.115119489651219,0.044385298036612,0.495653697469391,0.0190185513390929
Mental health,X29111.Ever self-harmed,IL15RA,Interleukin-15 receptor subunit alpha,34038,0.278610359335927,0.118783047693771,0.0457955858561354,0.511425132815718,0.0190198284796965
Mental health,X29111.Ever self-harmed,CNTN3,Contactin-3,34259,-0.272303372836739,0.116161744557428,-0.499980392169297,-0.0446263535041804,0.0190891099921933
Mental health,X29111.Ever self-harmed,ERBB4,Receptor tyrosine-protein kinase erbB-4,34295,-0.389625089138106,0.166257055390538,-0.71548891770356,-0.0637612605726522,0.0191230389173728
Mental health,X29111.Ever self-harmed,MAP1LC3A,Microtubule-associated proteins 1A/1B light chain 3A,32546,-0.365793068198377,0.156850682139723,-0.673220405192233,-0.0583657312045208,0.0197192976037594
Mental health,X29111.Ever self-harmed,RNF149,E3 ubiquitin-protein ligase RNF149,32590,0.384737065923042,0.166669933400406,0.0580639964582462,0.711410135387837,0.0210031157127809
Mental health,X29111.Ever self-harmed,TP53INP1,Tumor protein p53-inducible nuclear protein 1,34085,-0.324113673442771,0.140512795714069,-0.599518753042345,-0.0487085938431964,0.0210955219943149
Mental health,X29111.Ever self-harmed,IL18RAP,Interleukin-18 receptor accessory protein,34125,-0.0556234701178775,0.0243153224837092,-0.103281502185948,-0.00796543804980755,0.0221829392625083
Mental health,X29111.Ever self-harmed,EGFR,Epidermal growth factor receptor,34381,-0.564582390579982,0.246993183716515,-1.04868903066435,-0.0804757504956136,0.022285662342368
Mental health,X29111.Ever self-harmed,SEMA3G,Semaphorin-3G,32633,0.244546607510906,0.107292245502372,0.0342538063262563,0.454839408695556,0.0226774312671162
Mental health,X29111.Ever self-harmed,CRISP2,Cysteine-rich secretory protein 2,34340,-0.150884696630698,0.0662768108459764,-0.280787245888812,-0.0209821473725844,0.0228323836411386
Mental health,X29111.Ever self-harmed,CFHR4,Complement factor H-related protein 4,32812,-0.142636679357833,0.0628086330791091,-0.265741600192886,-0.0195317585227786,0.0231739640928657
