Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X1309.Fresh fruit intake,DDC,Aromatic-L-amino-acid decarboxylase,51391,0.353700857917233,0.0225200305694735,0.309561598001065,0.397840117833401,2.4207838900103e-55
Diet and food preferences,X1309.Fresh fruit intake,SLC39A5,Zinc transporter ZIP5,51395,-0.261709048844927,0.0204446644359589,-0.301780591139406,-0.221637506550448,2.08473966926603e-37
Diet and food preferences,X1309.Fresh fruit intake,CD99L2,CD99 antigen-like protein 2,51438,-0.588759162053095,0.046610850553773,-0.68011642913849,-0.4974018949677,1.79848633452007e-36
Diet and food preferences,X1309.Fresh fruit intake,ASGR1,Asialoglycoprotein receptor 1,51247,-0.443560194738036,0.0379206148028285,-0.51788459975158,-0.369235789724492,1.57410031680504e-31
Diet and food preferences,X1309.Fresh fruit intake,FGF21,Fibroblast growth factor 21,51615,-0.108784340588716,0.00932825113190604,-0.127067712807251,-0.0905009683701798,2.37261482976121e-31
Diet and food preferences,X1309.Fresh fruit intake,OXT,Oxytocin-neurophysin 1,51666,-0.0941038426650389,0.00820003223035974,-0.110175905836544,-0.0780317794935339,2.04543824601952e-30
Diet and food preferences,X1309.Fresh fruit intake,LEP,Leptin,51435,-0.196505544232846,0.0171327513830394,-0.230085736943603,-0.162925351522089,2.20595909975791e-30
Diet and food preferences,X1309.Fresh fruit intake,STC1,Stanniocalcin-1,51666,-0.303874372929364,0.0266395224381007,-0.356087836908042,-0.251660908950687,4.52100252998838e-30
Diet and food preferences,X1309.Fresh fruit intake,INHBC,Inhibin beta C chain,51438,-0.291748879638496,0.0255895034861718,-0.341904306471393,-0.241593452805599,4.8365960690338e-30
Diet and food preferences,X1309.Fresh fruit intake,MYOM3,Myomesin-3,47487,0.160586824028713,0.0142608910827985,0.132635477506428,0.188538170550998,2.44899434542905e-29
Diet and food preferences,X1309.Fresh fruit intake,CGREF1,Cell growth regulator with EF hand domain protein 1,51435,-0.279320802125892,0.0260819817876042,-0.330441486429596,-0.228200117822188,1.04126199469491e-26
Diet and food preferences,X1309.Fresh fruit intake,MEGF10,Multiple epidermal growth factor-like domains protein 10,51436,0.30032673004967,0.0284981420719183,0.24447037158871,0.35618308851063,6.44912983537766e-26
Diet and food preferences,X1309.Fresh fruit intake,FSTL3,Follistatin-related protein 3,51389,-0.370510725210856,0.0358936033455053,-0.440862187768046,-0.300159262653666,6.20705020540798e-25
Diet and food preferences,X1309.Fresh fruit intake,ERBB4,Receptor tyrosine-protein kinase erbB-4,51525,0.453244643656345,0.0449539415608741,0.365134918197031,0.541354369115658,7.28110507566902e-24
Diet and food preferences,X1309.Fresh fruit intake,RARRES2,Retinoic acid receptor responder protein 2,51577,-0.23420359473672,0.0234184037455855,-0.280103666078068,-0.188303523395372,1.659790669267e-23
Diet and food preferences,X1309.Fresh fruit intake,IGSF9,Protein turtle homolog A,47980,-0.154152215333306,0.0158127425918218,-0.185145190813277,-0.123159239853335,2.06214500265648e-22
Diet and food preferences,X1309.Fresh fruit intake,F9,Coagulation factor IX,51484,-0.578554676877446,0.0604247360690943,-0.696987159572871,-0.460122194182022,1.10472054164779e-21
Diet and food preferences,X1309.Fresh fruit intake,GUCA2A,Guanylin,51313,0.313036370878147,0.0332625266850019,0.247841818575543,0.378230923180751,5.29029855862421e-21
Diet and food preferences,X1309.Fresh fruit intake,DPP6,Dipeptidyl aminopeptidase-like protein 6,51310,0.309604967456438,0.0331790217640589,0.244574084798882,0.374635850113993,1.12341622191869e-20
Diet and food preferences,X1309.Fresh fruit intake,ORM1,Alpha-1-acid glycoprotein 1,47942,-0.592469631792902,0.063713661523557,-0.717348408379074,-0.467590855206731,1.53851280219607e-20
Diet and food preferences,X1309.Fresh fruit intake,APCS,Serum amyloid P-component,47810,-0.316739761321174,0.0351600094992185,-0.385653379939642,-0.247826142702706,2.24453502974038e-19
Diet and food preferences,X1309.Fresh fruit intake,ITGB2,Integrin beta-2,51265,0.345797276254857,0.0385107453220017,0.270316215423734,0.42127833708598,2.90074532984584e-19
Diet and food preferences,X1309.Fresh fruit intake,ADM,Pro-adrenomedullin,51661,-0.353832496915879,0.0404059875925866,-0.433028232597349,-0.274636761234409,2.12050101543306e-18
Diet and food preferences,X1309.Fresh fruit intake,PLAT,Tissue-type plasminogen activator,51676,-0.192244661404322,0.0220009569013507,-0.23536653693097,-0.149122785877675,2.5061606098626e-18
Diet and food preferences,X1309.Fresh fruit intake,ITGAM,Integrin alpha-M,51438,0.299107695138371,0.0344232918791419,0.231638043055253,0.366577347221489,3.85603927252881e-18
Diet and food preferences,X1309.Fresh fruit intake,CNTN1,Contactin-1,51766,0.334457639625342,0.039209455695563,0.257607106462039,0.411308172788646,1.53770862634067e-17
Diet and food preferences,X1309.Fresh fruit intake,CDHR2,Cadherin-related family member 2,51310,-0.120664772806346,0.0142758714743797,-0.14864548089613,-0.0926840647165621,2.9973920432489e-17
Diet and food preferences,X1309.Fresh fruit intake,CA14,Carbonic anhydrase 14,51661,0.266460497254496,0.0315992714752191,0.204525925163067,0.328395069345926,3.54914086981255e-17
Diet and food preferences,X1309.Fresh fruit intake,MYL3,Myosin light chain 3,47371,0.156620566947426,0.0188510523820636,0.119672504278582,0.193568629616271,1.02387771670213e-16
Diet and food preferences,X1309.Fresh fruit intake,PRAP1,Proline-rich acidic protein 1,47978,-0.248613544870117,0.0300863595463202,-0.307582809580904,-0.189644280159329,1.49059007217705e-16
Diet and food preferences,X1309.Fresh fruit intake,DSG2,Desmoglein-2,51438,0.332758836016007,0.0405315595131637,0.253316979370206,0.412200692661808,2.31216651352382e-16
Diet and food preferences,X1309.Fresh fruit intake,IL1RN,Interleukin-1 receptor antagonist protein,51393,-0.162611043198778,0.0198733335737175,-0.201562777003265,-0.123659309394292,2.90464930517492e-16
