Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20627.Liking for burn of spicy foods,PTGR1,Prostaglandin reductase 1,33439,0.311648641949907,0.0234529995521256,0.265680762827741,0.357616521072074,6.44593181949142e-40
Diet and food preferences,X20627.Liking for burn of spicy foods,CSF1,Macrophage colony-stimulating factor 1,35087,-0.438644533140806,0.0603419198656,-0.556914696077382,-0.32037437020423,3.86710503682707e-13
Diet and food preferences,X20627.Liking for burn of spicy foods,C4BPB,C4b-binding protein beta chain,35059,-0.274485070468042,0.0381156754441638,-0.349191794338603,-0.199778346597481,6.36558140647724e-13
Diet and food preferences,X20627.Liking for burn of spicy foods,GFRA1,GDNF family receptor alpha-1,35096,-0.40242386603844,0.0591716518344059,-0.518400303633876,-0.286447428443005,1.0950576779725e-11
Diet and food preferences,X20627.Liking for burn of spicy foods,DSC2,Desmocollin-2,34911,-0.334344915495178,0.0492321119576981,-0.430839854932266,-0.23784997605809,1.17251374987997e-11
Diet and food preferences,X20627.Liking for burn of spicy foods,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,33439,-0.171095597575312,0.0258635149662176,-0.221788086909098,-0.120403108241526,3.91914969664168e-11
Diet and food preferences,X20627.Liking for burn of spicy foods,PDCD1,Programmed cell death protein 1,35100,-0.244286063810623,0.0369969790408932,-0.316800142730774,-0.171771984890473,4.2251091703743e-11
Diet and food preferences,X20627.Liking for burn of spicy foods,PCDH9,Protocadherin-9,33398,-0.359129297363939,0.0551802936044152,-0.467282672828592,-0.250975921899285,8.00985882149486e-11
Diet and food preferences,X20627.Liking for burn of spicy foods,GPC1,Glypican-1,35111,-0.344907349086477,0.0533104794060191,-0.449395888722274,-0.240418809450679,1.02450759960303e-10
Diet and food preferences,X20627.Liking for burn of spicy foods,CD79B,B-cell antigen receptor complex-associated protein beta chain,35140,-0.231896659553835,0.0363314412570503,-0.303106284417654,-0.160687034690016,1.81080284749671e-10
