Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20737.Liking for tinned tuna,CKB,Creatine kinase B-type,33432,-0.19668441696502,0.0313249229308008,-0.258081265909389,-0.13528756802065,3.56918479413796e-10
Diet and food preferences,X20737.Liking for tinned tuna,CNDP1,Beta-Ala-His dipeptidase,35063,0.212543985795979,0.0344025305600164,0.145115025898347,0.279972945693611,6.72379275369365e-10
Diet and food preferences,X20737.Liking for tinned tuna,SELENOP,Selenoprotein P,33469,0.500712551895149,0.0836062224770492,0.336844355840133,0.664580747950166,2.19301585528412e-09
Diet and food preferences,X20737.Liking for tinned tuna,IGFBP2,Insulin-like growth factor-binding protein 2,35154,-0.148321181474191,0.0253293473722023,-0.197966702323707,-0.0986756606246746,4.88973575178276e-09
Diet and food preferences,X20737.Liking for tinned tuna,LTBR,Tumor necrosis factor receptor superfamily member 3,34982,-0.318601682346771,0.0607260740821779,-0.43762478754784,-0.199578577145702,1.57997586300598e-07
Diet and food preferences,X20737.Liking for tinned tuna,IGFBP6,Insulin-like growth factor-binding protein 6,34975,-0.306781419459903,0.0588311916096246,-0.422090555014767,-0.191472283905039,1.87709936090144e-07
Diet and food preferences,X20737.Liking for tinned tuna,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,35037,-0.331459322112371,0.0643151487052427,-0.457517013574647,-0.205401630650096,2.60040791910389e-07
Diet and food preferences,X20737.Liking for tinned tuna,EGFR,Epidermal growth factor receptor,35173,0.493584306422783,0.0960173954165075,0.305390211406428,0.681778401439137,2.78734975364294e-07
Diet and food preferences,X20737.Liking for tinned tuna,GHR,Growth hormone receptor,33255,0.32632798832778,0.0650873525868755,0.198756777257505,0.453899199398056,5.4437653380363e-07
Diet and food preferences,X20737.Liking for tinned tuna,EPHB6,Ephrin type-B receptor 6,34937,-0.264237472010159,0.0532444606656964,-0.368596614914924,-0.159878329105394,7.06054406048174e-07
Diet and food preferences,X20737.Liking for tinned tuna,TGFBR2,TGF-beta receptor type-2,35059,-0.268608536513473,0.0546212077150815,-0.375666103635032,-0.161550969391913,8.88993086429033e-07
Diet and food preferences,X20737.Liking for tinned tuna,WFDC2,WAP four-disulfide core domain protein 2,34448,-0.241476435043209,0.0491281671550096,-0.337767642667028,-0.14518522741939,9.00866360961511e-07
Diet and food preferences,X20737.Liking for tinned tuna,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,35111,-0.26681703848655,0.0545954166911764,-0.373824055201256,-0.159810021771844,1.03787560074731e-06
Diet and food preferences,X20737.Liking for tinned tuna,FSTL1,Follistatin-related protein 1,33202,-0.412344258877205,0.0844397831460529,-0.577846233843469,-0.246842283910941,1.06178137051513e-06
Diet and food preferences,X20737.Liking for tinned tuna,DLL1,Delta-like protein 1,35059,-0.27380414687486,0.056388957262517,-0.384326503109394,-0.163281790640327,1.21716691798938e-06
Diet and food preferences,X20737.Liking for tinned tuna,IGFBP4,Insulin-like growth factor-binding protein 4,34923,-0.202037217354961,0.0418601049445337,-0.284083023046247,-0.119991411663675,1.40928191021965e-06
Diet and food preferences,X20737.Liking for tinned tuna,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,35037,-0.287252569517074,0.0599233580605591,-0.40470235131577,-0.169802787718379,1.65991809774968e-06
Diet and food preferences,X20737.Liking for tinned tuna,KLRB1,Killer cell lectin-like receptor subfamily B member 1,35140,-0.204938575029551,0.0430560070140373,-0.289328348777064,-0.120548801282038,1.96315335940722e-06
Diet and food preferences,X20737.Liking for tinned tuna,LAYN,Layilin,34937,-0.234457535499088,0.049839053819674,-0.332142080985649,-0.136772990012527,2.58004770633627e-06
Diet and food preferences,X20737.Liking for tinned tuna,SORCS2,VPS10 domain-containing receptor SorCS2,34781,-0.21900210933063,0.0470413796258693,-0.311203213397334,-0.126801005263927,3.27193795838735e-06
Diet and food preferences,X20737.Liking for tinned tuna,NBL1,Neuroblastoma suppressor of tumorigenicity 1,35059,-0.28685649554116,0.0625975018756884,-0.409547599217509,-0.164165391864811,4.64577385652644e-06
Diet and food preferences,X20737.Liking for tinned tuna,BTN2A1,Butyrophilin subfamily 2 member A1,35087,-0.291847147824471,0.0643389003314212,-0.417951392474057,-0.165742903174886,5.79342541769847e-06
Diet and food preferences,X20737.Liking for tinned tuna,DSC2,Desmocollin-2,34911,-0.224652652749281,0.0495655538247903,-0.32180113824587,-0.127504167252692,5.89553445683998e-06
Diet and food preferences,X20737.Liking for tinned tuna,CKAP4,Cytoskeleton-associated protein 4,35089,-0.28724570267813,0.0636451953275247,-0.411990285520078,-0.162501119836181,6.45323514359363e-06
Diet and food preferences,X20737.Liking for tinned tuna,PTPRR,Receptor-type tyrosine-protein phosphatase R,33437,-0.23563632620539,0.052802730928048,-0.339129678824364,-0.132142973586416,8.19665592777957e-06
Diet and food preferences,X20737.Liking for tinned tuna,EPHA1,Ephrin type-A receptor 1,35072,-0.20496503920946,0.0463815532503364,-0.295872883580119,-0.1140571948388,1.00093384758041e-05
Diet and food preferences,X20737.Liking for tinned tuna,EFNA1,Ephrin-A1,35014,-0.271968045852078,0.0616045017668508,-0.392712869315106,-0.151223222389051,1.02135551955204e-05
Diet and food preferences,X20737.Liking for tinned tuna,HAVCR2,Hepatitis A virus cellular receptor 2,35037,-0.208132255846508,0.0475263974316565,-0.301283994812555,-0.114980516880462,1.202075171547e-05
Diet and food preferences,X20737.Liking for tinned tuna,CD302,CD302 antigen,34972,-0.246413911118849,0.0563563446886839,-0.35687234670867,-0.135955475529029,1.24055965331065e-05
Diet and food preferences,X20737.Liking for tinned tuna,EFNA4,Ephrin-A4,34944,-0.261722338418153,0.0600989724893902,-0.379516324497357,-0.143928352338948,1.34419568583991e-05
