Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20694.Liking for orange juice,DSG2,Desmoglein-2,35037,-0.341533001526711,0.0589664261463169,-0.457107196773492,-0.22595880627993,7.15400046211422e-09
Diet and food preferences,X20694.Liking for orange juice,HGF,Hepatocyte growth factor,35140,0.270614490328467,0.0467436133338582,0.178997008194105,0.362231972462829,7.26565625073314e-09
Diet and food preferences,X20694.Liking for orange juice,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,33439,0.145605399421457,0.0257040284138481,0.095225503730315,0.1959852951126,1.51830194093952e-08
Diet and food preferences,X20694.Liking for orange juice,FURIN,Furin,35059,0.258563623282299,0.0464773807489379,0.167467957014381,0.349659289550217,2.71281309754754e-08
Diet and food preferences,X20694.Liking for orange juice,BGLAP,Osteocalcin,33432,0.11426364153801,0.0205659511750289,0.0739543772349535,0.154572905841067,2.83980430992914e-08
Diet and food preferences,X20694.Liking for orange juice,PRCP,Lysosomal Pro-X carboxypeptidase,35103,0.282258848861083,0.0517065389429297,0.180914032532941,0.383603665189225,4.89954400709639e-08
Diet and food preferences,X20694.Liking for orange juice,LEP,Leptin,35036,0.132749889956576,0.0243476267259296,0.0850285415737538,0.180471238339398,5.08484976729953e-08
Diet and food preferences,X20694.Liking for orange juice,SELE,E-selectin,35173,0.162582730355791,0.0306889899550835,0.102432310043828,0.222733150667755,1.19561038484169e-07
Diet and food preferences,X20694.Liking for orange juice,GUSB,Beta-glucuronidase,35084,0.145145855560527,0.0274535636945394,0.0913368707192301,0.198954840401824,1.26834815397542e-07
Diet and food preferences,X20694.Liking for orange juice,IL1RN,Interleukin-1 receptor antagonist protein,35020,0.154942268451463,0.0293593456535738,0.0973979509704587,0.212486585932468,1.3359628642751e-07
Diet and food preferences,X20694.Liking for orange juice,CA14,Carbonic anhydrase 14,35111,-0.232396663631289,0.0457528547327535,-0.322072258907486,-0.142721068355092,3.85057653411476e-07
Diet and food preferences,X20694.Liking for orange juice,GUCA2A,Guanylin,34986,-0.251364077602127,0.0495190978089131,-0.348421509307597,-0.154306645896657,3.91838360461523e-07
