Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29002.Recent lack of interest or pleasure in doing things,CA14,Carbonic anhydrase 14,34504,-0.384035777907629,0.0642880123738614,-0.510040282160397,-0.258031273654861,2.39833246717461e-09
Mental health,X29002.Recent lack of interest or pleasure in doing things,ITGAM,Integrin alpha-M,34417,-0.343874126407708,0.0706029396255493,-0.482255888073785,-0.205492364741632,1.13008576082208e-06
Mental health,X29002.Recent lack of interest or pleasure in doing things,EGFR,Epidermal growth factor receptor,34546,-0.646364186478865,0.133457954912227,-0.90794177810683,-0.3847865948509,1.29660197696289e-06
Mental health,X29002.Recent lack of interest or pleasure in doing things,SELENOP,Selenoprotein P,32963,-0.540100555194837,0.118117831208379,-0.771611504363259,-0.308589606026414,4.88614196628452e-06
Mental health,X29002.Recent lack of interest or pleasure in doing things,NCAM1,Neural cell adhesion molecule 1,34446,-0.337425523444738,0.0792841988354295,-0.49282255316218,-0.182028493727296,2.10111489725046e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,TNR,Tenascin-R,34350,-0.210158982782285,0.0519393530113882,-0.311960114684606,-0.108357850879964,5.24430144127988e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,CNDP1,Beta-Ala-His dipeptidase,34446,-0.191194808691891,0.0473852739367415,-0.284069945607904,-0.0983196717758772,5.50326509429631e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,34456,-0.196883091345255,0.0488733350477641,-0.292674828038873,-0.101091354651637,5.65645180693334e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,MXRA8,Matrix remodeling-associated protein 8,32768,-0.347262535060424,0.086303128662924,-0.516416667239755,-0.178108402881093,5.77855272823153e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,CNTN1,Contactin-1,34546,-0.310493738422422,0.0784597062750983,-0.464274762721615,-0.15671271412323,7.63001502623928e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,NTRK3,NT-3 growth factor receptor,34519,-0.394673366420888,0.0998999391883364,-0.590477247230028,-0.198869485611749,7.84592212513752e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,PRTG,Protogenin,34504,-0.343414344994441,0.0874671372425061,-0.514849933989753,-0.171978755999129,8.68710650787094e-05
Mental health,X29002.Recent lack of interest or pleasure in doing things,RGMB,RGM domain family member B,34519,-0.33950758875216,0.0880027820132827,-0.511993041498194,-0.167022136006126,0.000115070096713811
Mental health,X29002.Recent lack of interest or pleasure in doing things,MEGF10,Multiple epidermal growth factor-like domains protein 10,34410,-0.216307968614581,0.0562725444528509,-0.326602155742169,-0.106013781486993,0.000121830680355785
Mental health,X29002.Recent lack of interest or pleasure in doing things,CNTN4,Contactin-4,34417,-0.344153873155832,0.0906946283079098,-0.521915344639335,-0.166392401672328,0.000148730665083267
Mental health,X29002.Recent lack of interest or pleasure in doing things,FAP,Prolyl endopeptidase FAP,34546,-0.309064602143093,0.0817449983802382,-0.46928479896836,-0.148844405317826,0.000157202513479772
Mental health,X29002.Recent lack of interest or pleasure in doing things,TSHB,Thyrotropin subunit beta,34420,-0.0982612696095369,0.026119669212937,-0.149455821266893,-0.0470667179521804,0.000169549880095884
Mental health,X29002.Recent lack of interest or pleasure in doing things,ITGB2,Integrin beta-2,34361,-0.29293713409989,0.0779594289905201,-0.445737614921309,-0.140136653278471,0.000172563697050362
Mental health,X29002.Recent lack of interest or pleasure in doing things,CA6,Carbonic anhydrase 6,34391,-0.129853385064681,0.034827154626048,-0.198114608131735,-0.0615921619976269,0.000193685693121517
Mental health,X29002.Recent lack of interest or pleasure in doing things,ADGRE2,Adhesion G protein-coupled receptor E2,34463,-0.292901733339504,0.0790361586257995,-0.447812604246071,-0.137990862432938,0.000211759806818474
Mental health,X29002.Recent lack of interest or pleasure in doing things,IGFBP3,Insulin-like growth factor-binding protein 3,34446,-0.309576236785093,0.0835632480315242,-0.47336020292688,-0.145792270643305,0.000212787952985891
Mental health,X29002.Recent lack of interest or pleasure in doing things,CD99,CD99 antigen,34417,-0.421640402176867,0.116372700178776,-0.649730894527267,-0.193549909826466,0.000292439869595447
Mental health,X29002.Recent lack of interest or pleasure in doing things,ITGAV,Integrin alpha-V,34504,-0.479318057376767,0.133836922300768,-0.741638425086274,-0.216997689667261,0.000343425921976209
Mental health,X29002.Recent lack of interest or pleasure in doing things,ASGR1,Asialoglycoprotein receptor 1,34350,0.276081981451365,0.0773726910548111,0.124431506983935,0.427732455918795,0.000361129196451625
