Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SERPINA1,Alpha-1-antitrypsin,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,28747,1300,7.38 [4.08-13.36],3.965597734729618e-11
SERPINA1,Alpha-1-antitrypsin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,39164,1320,8.60 [4.86-15.20],1.3779216605587085e-13
SERPINA1,Alpha-1-antitrypsin,Chapter V Mental and behavioural disorders,Any mental disorder,37268,1114,5.61 [3.02-10.43],4.934736858845304e-08
SERPINA1,Alpha-1-antitrypsin,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,31082,5488,5.64 [3.86-8.23],3.5038210109611668e-19
SERPINA1,Alpha-1-antitrypsin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",32770,3764,5.70 [3.74-8.69],6.248721752549105e-16
SERPINA1,Alpha-1-antitrypsin,Chapter IX Diseases of the circulatory system,Hypertension,32809,3803,5.83 [3.83-8.88],2.078775140257649e-16
SERPINA1,Alpha-1-antitrypsin,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",40266,1988,4.17 [2.51-6.94],3.5694576374822786e-08
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,35116,3552,6.42 [4.26-9.68],6.208147520188299e-19
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,39261,1735,7.66 [4.57-12.84],1.0332243622060062e-14
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,Asthma,31392,1425,5.92 [3.31-10.58],1.91380651046825e-09
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",30947,1425,6.00 [3.36-10.72],1.4074390082820466e-09
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",31374,1407,6.26 [3.49-11.22],7.003591406504135e-10
SERPINA1,Alpha-1-antitrypsin,Chapter X Diseases of the respiratory system,Other diseases of pleura,40643,409,9.44 [4.21-21.17],5.015222333894389e-08
SERPINA1,Alpha-1-antitrypsin,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,29964,9925,2.47 [1.83-3.32],2.571611560748641e-09
SERPINA1,Alpha-1-antitrypsin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,31666,6844,2.97 [2.15-4.10],4.322364538324768e-11
SERPINA1,Alpha-1-antitrypsin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,34431,3981,2.92 [1.98-4.29],5.5339511253996584e-08
SERPINA1,Alpha-1-antitrypsin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,31231,781,6.55 [3.32-12.92],5.64220490916268e-08
