Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
PRTG,Protogenin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,47244,275,4.76 [3.28-6.90],2.1071417984618047e-16
PRTG,Protogenin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,47215,246,4.20 [2.85-6.18],3.4236343294001565e-13
PRTG,Protogenin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,48092,1123,2.00 [1.62-2.47],9.983371704559931e-11
PRTG,Protogenin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,48055,1086,1.90 [1.53-2.35],4.6944101477077475e-09
PRTG,Protogenin,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",43059,464,2.30 [1.70-3.12],7.475692175905443e-08
PRTG,Protogenin,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",51113,345,2.59 [1.86-3.60],1.7520558866054554e-08
PRTG,Protogenin,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",51244,250,2.96 [2.04-4.29],1.0278309254582866e-08
PRTG,Protogenin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Background diabetic retinopathy,51245,106,4.28 [2.66-6.89],2.1266327466368724e-09
PRTG,Protogenin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic maculopathy, excluding more controls",46927,106,4.57 [2.81-7.43],8.330996308490435e-10
PRTG,Protogenin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,29270,888,4.03 [3.15-5.15],9.443942380672515e-29
PRTG,Protogenin,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,43083,186,3.27 [2.17-4.92],1.3827220361675426e-08
PRTG,Protogenin,Chapter IX Diseases of the circulatory system,"Heart failure, strict",49748,421,3.31 [2.46-4.46],3.30254251656981e-15
PRTG,Protogenin,Chapter XI Diseases of the digestive system,Diseases of liver,50264,253,3.10 [2.16-4.45],9.460808862958223e-10
