Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,ABCA2,ATP-binding cassette sub-family A member 2,19035,90,1.90 [1.18-3.05],0.0079963248638324
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,ATP6V1D,V-type proton ATPase subunit D,22538,106,1.78 [1.30-2.44],0.0003071759952175
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,CASQ2,Calsequestrin-2,19035,90,1.42 [1.09-1.84],0.0094482691288563
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,CD164,Sialomucin core protein 24,22663,104,1.65 [1.23-2.22],0.0009054861773938
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,CD302,CD302 antigen,22538,106,2.17 [1.38-3.42],0.0008639375956046
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,CRTAC1,Cartilage acidic protein 1,22919,106,0.49 [0.29-0.83],0.0082058122088819
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,CSF2,Granulocyte-macrophage colony-stimulating factor,19035,90,1.77 [1.23-2.54],0.0021548421197499
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,DDC,Aromatic-L-amino-acid decarboxylase,22596,104,0.57 [0.39-0.83],0.0030573619745519
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,DUSP29,Dual specificity phosphatase 29,19178,88,1.39 [1.12-1.73],0.003319679134726
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,F9,Coagulation factor IX,22710,107,3.78 [1.56-9.17],0.0032571385191612
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,FCAR,Immunoglobulin alpha Fc receptor,22585,106,1.63 [1.17-2.27],0.0035656931553406
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,GDF15,Growth/differentiation factor 15,22919,106,1.57 [1.14-2.18],0.0061721372343609
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,GFRA3,GDNF family receptor alpha-3,22373,103,0.42 [0.22-0.79],0.0070708759592432
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,GGH,Gamma-glutamyl hydrolase,22302,104,1.82 [1.16-2.88],0.0099391212356139
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,GP2,Pancreatic secretory granule membrane major glycoprotein GP2,21929,105,1.30 [1.08-1.55],0.0049350649642587
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,HK2,Hexokinase-2,22205,106,2.16 [1.28-3.63],0.003724092334545
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,IGHMBP2,DNA-binding protein SMUBP-2,19035,90,1.51 [1.13-2.02],0.0057402018446987
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,IGSF9,Protein turtle homolog A,19703,90,1.35 [1.08-1.69],0.0081383549505974
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2,21833,100,0.53 [0.33-0.84],0.007684517804503
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,KLK3,Prostate-specific antigen,19719,91,1.42 [1.22-1.64],3.201644721757241e-06
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,MEP1B,Meprin A subunit beta,22638,104,0.81 [0.71-0.93],0.0032450816377779
Chapter XIV Diseases of the genitourinary system,Calculus of lower urinary tract,MMP7,Matrilysin,22170,106,1.69 [1.18-2.42],0.004216159399021
