Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Volvulus,ACHE,Acetylcholinesterase,12650,75,0.47 [0.29-0.79],0.0037542552994893
Chapter XI Diseases of the digestive system,Volvulus,ADA2,Adenosine deaminase 2,14650,94,1.72 [1.16-2.56],0.0073418965672356
Chapter XI Diseases of the digestive system,Volvulus,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,14811,94,0.45 [0.25-0.81],0.0079665325286289
Chapter XI Diseases of the digestive system,Volvulus,ADIPOQ,Adiponectin,12950,76,1.62 [1.17-2.25],0.0037729943374873
Chapter XI Diseases of the digestive system,Volvulus,AHNAK,Neuroblast differentiation-associated protein AHNAK,12594,76,0.31 [0.14-0.67],0.0029536936442705
Chapter XI Diseases of the digestive system,Volvulus,APCS,Serum amyloid P-component,12809,76,0.41 [0.23-0.73],0.0022609975833095
Chapter XI Diseases of the digestive system,Volvulus,ARF6,ADP-ribosylation factor 6,12860,76,0.77 [0.63-0.93],0.0069055013913749
Chapter XI Diseases of the digestive system,Volvulus,ARID4B,AT-rich interactive domain-containing protein 4B,14377,92,0.43 [0.23-0.79],0.0067265519141569
Chapter XI Diseases of the digestive system,Volvulus,BAG3,BAG family molecular chaperone regulator 3,14540,93,0.59 [0.41-0.84],0.0031592937697579
Chapter XI Diseases of the digestive system,Volvulus,BLNK,B-cell linker protein,12535,76,0.31 [0.16-0.62],0.0008935555216386
Chapter XI Diseases of the digestive system,Volvulus,BRME1,Break repair meiotic recombinase recruitment factor 1,12502,75,0.40 [0.20-0.79],0.0079786466702366
Chapter XI Diseases of the digestive system,Volvulus,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,12650,75,0.51 [0.32-0.81],0.0048577768990043
Chapter XI Diseases of the digestive system,Volvulus,C7,Complement component C7,12604,75,2.58 [1.26-5.29],0.0095117177530402
Chapter XI Diseases of the digestive system,Volvulus,CA6,Carbonic anhydrase 6,14666,94,0.57 [0.43-0.76],0.0001254976097196
Chapter XI Diseases of the digestive system,Volvulus,CD248,Endosialin,12928,79,0.39 [0.23-0.66],0.0004860638527353
Chapter XI Diseases of the digestive system,Volvulus,CDA,Cytidine deaminase,12898,78,0.41 [0.25-0.67],0.00049104740222
Chapter XI Diseases of the digestive system,Volvulus,CDCP1,CUB domain-containing protein 1,14564,93,1.75 [1.29-2.37],0.0003506548061153
Chapter XI Diseases of the digestive system,Volvulus,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,12860,76,0.60 [0.46-0.79],0.0002417673072843
Chapter XI Diseases of the digestive system,Volvulus,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,12650,75,0.36 [0.17-0.76],0.0076459487333646
Chapter XI Diseases of the digestive system,Volvulus,CHAD,Chondroadherin,12650,75,0.46 [0.30-0.68],0.0001219129693048
Chapter XI Diseases of the digestive system,Volvulus,CHGA,Chromogranin-A,12928,79,1.37 [1.13-1.67],0.0016661510195341
