Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",A1BG,Alpha-1B-glycoprotein,13936,1488,1.57 [1.17-2.12],0.0029765143458969
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAN,Aggrecan core protein,15705,1676,0.74 [0.63-0.86],0.0001575277982719
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACE2,Angiotensin-converting enzyme 2,15558,1651,1.18 [1.09-1.28],3.002412373659685e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACHE,Acetylcholinesterase,13624,1465,0.69 [0.59-0.81],6.436645475310868e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTA2,"Actin, aortic smooth muscle",15558,1651,1.20 [1.09-1.31],0.0001095392221251
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTN2,Alpha-actinin-2,13458,1446,1.18 [1.09-1.28],7.485717891521491e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACVRL1,Serine/threonine-protein kinase receptor R3,15704,1687,1.47 [1.24-1.75],1.1418565590248005e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,13519,1458,1.38 [1.19-1.61],2.369403651276204e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,15967,1707,1.49 [1.28-1.73],2.2391806073211603e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,13834,1482,1.51 [1.28-1.77],5.695897918692038e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,16067,1712,0.73 [0.61-0.87],0.0004141733762429
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,15558,1651,0.79 [0.67-0.92],0.0030171794799886
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,13519,1458,1.39 [1.21-1.60],5.486510400068161e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,15924,1696,0.56 [0.51-0.62],1.1953931556336168e-31
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTSL2,ADAMTS-like protein 2,13920,1492,1.26 [1.09-1.46],0.0018969926564025
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRE5,Adhesion G protein-coupled receptor E5,16001,1709,0.82 [0.71-0.95],0.0094340097492912
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRF5,Adhesion G protein-coupled receptor F5,13914,1495,1.26 [1.06-1.51],0.0088550291778515
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRG2,Adhesion G-protein coupled receptor G2,15871,1696,0.79 [0.67-0.93],0.0056462557180329
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADIPOQ,Adiponectin,13936,1488,1.14 [1.06-1.23],0.0003538028527916
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADM,Pro-adrenomedullin,16004,1702,2.21 [1.86-2.63],2.3831995120004523e-19
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AGER,Advanced glycosylation end product-specific receptor,15848,1679,0.83 [0.74-0.92],0.0007433080850843
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AGR2,Anterior gradient protein 2 homolog,15401,1648,1.11 [1.06-1.16],5.57181301860409e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AGRN,Agrin,15950,1692,1.19 [1.05-1.35],0.0075296566780481
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AGRP,Agouti-related protein,16046,1712,0.89 [0.82-0.97],0.006372920136032
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AHCY,Adenosylhomocysteinase,15871,1696,1.09 [1.03-1.16],0.0062801170953601
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AHNAK2,Protein AHNAK2,13557,1448,1.27 [1.07-1.50],0.0055620063102297
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AIFM1,"Apoptosis-inducing factor 1, mitochondrial",15773,1673,1.06 [1.01-1.10],0.0097667238739553
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",13888,1492,1.19 [1.07-1.31],0.0008932866388008
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ALPP,"Alkaline phosphatase, placental type",15792,1674,1.12 [1.07-1.17],5.91368429278029e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AMBP,Protein AMBP,15979,1700,1.53 [1.23-1.89],0.000120725100577
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AMOT,Angiomotin,13624,1465,1.21 [1.06-1.38],0.003613097031197
