Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,20717,343,1.48 [1.25-1.75],4.134519881079227e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,20586,329,1.45 [1.31-1.60],1.0899441802126381e-13
Chapter XI Diseases of the digestive system,Chronic gastritis,AREG,Amphiregulin,21025,342,1.50 [1.26-1.79],3.803856201800864e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,21288,348,1.47 [1.28-1.70],7.920242939658072e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,BTN3A2,Butyrophilin subfamily 3 member A2,21057,346,1.71 [1.37-2.13],1.6371855987804115e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL20,C-C motif chemokine 20,21325,351,1.28 [1.18-1.39],5.140784099924797e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,CD27,CD27 antigen,21169,345,1.71 [1.38-2.14],1.544010261479883e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CD80,T-lymphocyte activation antigen CD80,18419,297,2.06 [1.54-2.76],1.2918960597755163e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CDCP1,CUB domain-containing protein 1,20970,344,1.51 [1.27-1.81],5.449141128293494e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CHGA,Chromogranin-A,18403,299,1.62 [1.47-1.78],4.044913133680519e-22
Chapter XI Diseases of the digestive system,Chronic gastritis,CSF1,Macrophage colony-stimulating factor 1,21196,345,2.13 [1.53-2.97],8.603702443834615e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CXCL11,C-X-C motif chemokine 11,21288,348,1.30 [1.17-1.44],5.54995070661421e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,EPO,Erythropoietin,21057,346,1.26 [1.14-1.39],6.58528856822494e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,18419,297,1.41 [1.22-1.63],4.005109618603151e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,FGF23,Fibroblast growth factor 23,21250,349,1.35 [1.19-1.53],4.441863391133824e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,GAST,Gastrin,18389,298,1.46 [1.37-1.56],1.4655731284108468e-30
Chapter XI Diseases of the digestive system,Chronic gastritis,GDF15,Growth/differentiation factor 15,21358,351,1.53 [1.30-1.81],4.306327220942682e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,HAVCR1,Hepatitis A virus cellular receptor 1,21250,348,1.40 [1.21-1.62],8.549419095702733e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,IL12RB1,Interleukin-12 receptor subunit beta-1,20692,335,1.66 [1.34-2.07],3.869819852294132e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,IL17A,Interleukin-17A,20674,335,1.49 [1.28-1.74],4.0292824407827067e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,IL17C,Interleukin-17C,20692,335,1.34 [1.19-1.50],6.733499466455351e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,MZB1,Marginal zone B- and B1-cell-specific protein,21167,345,1.51 [1.27-1.79],3.1286661050171427e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,REG3A,Regenerating islet-derived protein 3-alpha,21358,351,1.47 [1.28-1.69],5.600032099505221e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,SCT,Secretin,17917,290,0.47 [0.36-0.62],2.5496851234498463e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF1,Trefoil factor 1,20989,341,1.55 [1.41-1.71],8.121976094178812e-19
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF2,Trefoil factor 2,21162,345,1.55 [1.34-1.79],5.822176726526215e-09
Chapter XI Diseases of the digestive system,Chronic gastritis,TFRC,Transferrin receptor protein 1,21174,347,1.75 [1.40-2.19],1.1879098837808475e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,TGFB1,Transforming growth factor beta-1 proprotein,21288,349,1.78 [1.42-2.23],5.233771270955394e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,21288,349,1.84 [1.47-2.30],1.0190380938220124e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,20970,344,1.43 [1.23-1.67],3.129393044403942e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,21288,348,1.62 [1.35-1.94],2.459350402072261e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,VSIG2,V-set and immunoglobulin domain-containing protein 2,18317,295,1.61 [1.35-1.93],1.9614988144660065e-07
